SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,IDADE_EST_MED,ELEITORES,FEMININO,MASCULINO,NR_TURNO,ALVARO FERNANDES DIAS,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CIRO FERREIRA GOMES,FERNANDO HADDAD,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GUILHERME CASTRO BOULOS,HENRIQUE DE CAMPOS MEIRELLES,JAIR MESSIAS BOLSONARO,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO VICENTE FONTELLA GOULART,JOSE MARIA EYMAEL,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,VERA LUCIA PEREIRA DA SILVA SALGADO,VOTO BRANCO,VOTO NULO
SP,62570,BRODOWSKI,204,46.00253461918892,16177,8567,7608,1,52,64,1022,1000,1091,32,131,7856,368,3,11,54,0,400,676
ES,57118,RIO BANANAL,51,44.35748950682056,15249,7424,7809,1,29,53,612,3778,431,19,95,5154,255,0,1,68,4,343,811
TO,95478,PIUM,13,42.83624085537423,5331,2526,2805,1,13,20,343,1441,196,6,29,1827,11,0,3,17,0,35,261
RJ,58378,ITABORAÍ,104,43.51916470410302,92567,48739,43701,1,376,2727,6980,15003,1580,301,551,35859,409,14,65,915,44,2214,4427
GO,93750,GOIANIRA,101,39.99937242244935,33462,17390,16072,1,138,443,1616,5331,1021,106,825,12581,261,5,11,235,6,615,1429
RO,701,PARECIS,19,40.9749430523918,3073,1445,1628,1,15,6,148,828,140,13,58,1143,46,0,0,8,0,26,75
SP,64076,ESTRELA DO NORTE,261,43.89115384615385,2600,1286,1312,2,0,0,0,757,0,0,0,875,0,0,0,0,0,44,190
RJ,58084,VARRE-SAI,43,43.21213610121607,8141,4016,4123,2,0,0,0,1764,0,0,0,3490,0,0,0,0,0,131,646
MG,49816,PEDRALVA,99,45.02975018140354,9647,4750,4888,2,0,0,0,2256,0,0,0,4198,0,0,0,0,0,223,847
TO,73504,TALISMÃ,14,42.32651356993737,2395,1104,1291,2,0,0,0,872,0,0,0,710,0,0,0,0,0,11,54
RN,17019,JANDUÍS,31,43.83284742468416,4117,2185,1932,1,3,29,628,2046,28,62,14,326,3,0,0,15,0,75,150
MT,90409,SÃO PEDRO DA CIPA,14,42.608084358523726,3414,1670,1744,1,17,27,110,918,114,15,18,1154,25,0,0,22,1,56,174
GO,94676,MONTE ALEGRE DE GOIÁS,105,42.01014742485162,5223,2560,2663,1,11,20,165,2230,176,12,37,875,20,0,2,17,3,65,298
SE,32336,SÃO CRISTÓVÃO,21,40.56400007367975,54289,28633,25656,1,159,1058,4492,18572,1342,334,363,12370,226,20,15,822,135,1416,4211
TO,73180,SÃO MIGUEL DO TOCANTINS,11,39.27827754018581,6781,3453,3328,2,0,0,0,3786,0,0,0,1690,0,0,0,0,0,58,208
SC,81680,TIGRINHOS,58,44.71591498185588,1929,936,993,1,23,5,53,614,81,11,57,606,8,0,0,3,0,43,55
PA,4090,ALMEIRIM,55,39.713328504165155,22090,10621,11467,1,16,68,758,10329,403,72,314,3752,35,2,1,103,3,171,463
SP,62774,CAFELÂNDIA,31,46.13268125139999,13393,6973,6420,1,40,75,443,1073,1274,26,100,5380,301,1,6,51,5,402,456
SP,71072,SÃO PAULO,2,50.131816466095295,180153,98354,81420,1,834,403,26994,16002,13582,1610,1122,58317,11149,31,29,1897,84,1535,3764
RJ,60011,RIO DE JANEIRO,4,53.22246840505519,125021,70816,54108,1,414,402,26231,11224,2400,1120,482,38333,4896,43,20,1614,39,853,2373
RN,17272,LAGOA DE VELHOS,19,40.5819209039548,3187,1528,1659,1,5,16,324,1395,62,6,17,581,7,1,0,9,0,41,143
MA,8524,SERRANO DO MARANHÃO,107,41.75256611520348,8281,4077,4201,1,1,26,120,4607,26,8,66,359,2,2,0,13,2,90,382
MG,48054,MARLIÉRIA,98,45.338748208313426,4186,2094,2092,2,0,0,0,1251,0,0,0,1526,0,0,0,0,0,65,328
MG,41106,NATALÂNDIA,329,42.77045300878972,2958,1402,1551,1,5,15,154,1222,38,6,18,620,29,0,0,11,2,29,64
RN,17973,PENDÊNCIAS,47,41.73125,10240,5294,4946,1,21,98,1423,4505,115,12,38,1384,21,1,3,26,3,187,479
MG,42528,VERDELÂNDIA,147,40.68172393364929,6754,3320,3424,2,0,0,0,3015,0,0,0,929,0,0,0,0,0,66,482
MG,48631,MONTE SANTO DE MINAS,182,46.35649913344887,17310,8705,8596,2,0,0,0,3721,0,0,0,6756,0,0,0,0,0,445,1498
AM,98493,UARINI,60,39.0672907339574,7371,3609,3762,1,23,9,284,3654,167,20,49,979,2,0,2,28,3,35,123
TO,73229,RECURSOLÂNDIA,33,42.429533024821204,2377,1095,1282,2,0,0,0,1331,0,0,0,485,0,0,0,0,0,14,78
SP,61840,TAQUARIVAÍ,53,41.60032793605247,4879,2407,2472,2,0,0,0,980,0,0,0,2255,0,0,0,0,0,118,326
PB,19836,CARRAPATEIRA,40,40.852751611303916,2017,961,1056,1,3,6,214,1132,7,1,3,132,2,0,0,3,0,16,146
PI,10170,AROAZES,92,42.96781836130306,5065,2571,2494,1,6,2,255,3199,27,6,34,452,9,1,1,9,2,39,272
SP,71455,SOROCABA,137,45.04688465726815,67954,36774,31180,2,0,0,0,11933,0,0,0,41102,0,0,0,0,0,1342,4372
TO,92070,ALMAS,19,41.60121288163948,4782,2329,2453,2,0,0,0,2214,0,0,0,1022,0,0,0,0,0,39,202
SP,67210,MONÇÕES,162,45.12416280267903,1941,965,976,1,13,13,63,269,192,1,23,697,128,0,0,1,0,84,110
SP,71072,SÃO PAULO,255,46.802817861487476,190713,103290,87112,2,0,0,0,43631,0,0,0,84876,0,0,0,0,0,4442,16097
RN,17337,LAJES,17,43.92355447352404,8215,4270,3945,2,0,0,0,4559,0,0,0,1469,0,0,0,0,0,77,358
MG,51330,SABARÁ,241,43.70561446880489,92227,48559,43551,2,0,0,0,24351,0,0,0,39086,0,0,0,0,0,2463,8529
PR,77895,PRIMEIRO DE MAIO,104,45.81391585760518,8652,4431,4220,2,0,0,0,1986,0,0,0,4495,0,0,0,0,0,122,305
AC,1082,RODRIGUES ALVES,4,37.02008908281066,11001,5380,5620,1,24,28,280,2072,1046,22,236,4371,1,3,4,63,1,86,292
CE,13005,JIJOCA DE JERICOACOARA,30,38.78521336914354,13404,7093,6311,1,9,120,4758,3731,68,18,44,1949,63,1,1,28,0,198,537
PI,11770,RIBEIRO GONÇALVES,44,41.22326915198689,4882,2401,2481,2,0,0,0,2582,0,0,0,903,0,0,0,0,0,29,184
CE,13897,FORTALEZA,115,44.077396551724135,116001,63429,52397,2,0,0,0,47626,0,0,0,39898,0,0,0,0,0,1670,5672
SP,65471,ITAPETININGA,52,43.92137912062721,109056,56724,52311,2,0,0,0,15586,0,0,0,57906,0,0,0,0,0,2786,7811
MG,40967,LEME DO PRADO,336,42.426993865030674,4075,2028,2042,2,0,0,0,1581,0,0,0,776,0,0,0,0,0,55,296
SP,64238,FLORÍNEA,290,45.46817849305047,2734,1374,1360,1,43,10,132,538,187,3,14,891,62,0,0,12,0,50,132
SP,64513,GUAPIAÇU,312,45.42607675317504,14488,7341,7146,1,55,103,733,1433,1337,32,81,5729,358,4,3,53,2,489,797
MG,53597,TAIOBEIRAS,266,43.790822314372896,25562,13408,12141,1,28,27,982,4506,1377,38,78,9168,378,5,1,64,5,309,1280
TO,73288,SÃO BENTO DO TOCANTINS,10,39.24981320049813,4015,1894,2121,2,0,0,0,2020,0,0,0,792,0,0,0,0,0,11,121
PE,24899,NAZARÉ DA MATA,23,41.81818181818182,24047,12841,11206,1,50,435,2299,7729,345,53,130,5956,54,1,4,159,2,833,2194
PR,74578,BOA ESPERANÇA,170,45.66392769104355,3651,1877,1773,1,293,5,112,519,106,5,16,1803,75,0,0,9,0,53,183
ES,56855,PRESIDENTE KENNEDY,43,41.40589631252282,10959,5619,5340,2,0,0,0,3272,0,0,0,5378,0,0,0,0,0,157,270
BA,30910,FILADÉLFIA,149,43.81415311605834,14330,7215,7110,1,8,48,741,6421,223,24,22,1691,21,3,1,79,4,261,800
SP,65013,IGARAÇU DO TIETÊ,200,44.0569887304385,18723,9569,9150,2,0,0,0,3418,0,0,0,8735,0,0,0,0,0,655,1737
RS,86185,MORRO REDONDO,164,48.40988651663781,5199,2634,2565,1,34,18,307,980,467,19,68,2014,37,2,0,22,2,240,210
MG,40487,NAQUE,3,43.32706766917293,5321,2688,2630,2,0,0,0,1611,0,0,0,1633,0,0,0,0,0,98,474
PI,11215,MATIAS OLÍMPIO,80,41.607976404206205,7798,3946,3852,1,11,23,499,4174,152,6,59,907,12,2,1,13,3,137,362
MG,44695,DOURADOQUARA,181,45.825969827586206,1856,890,966,1,6,13,168,552,53,4,8,497,68,0,0,6,0,47,73
SC,80896,CRICIÚMA,92,44.33038586968417,45690,23992,21698,2,0,0,0,6502,0,0,0,27829,0,0,0,0,0,841,1829
PR,76414,JAPURÁ,149,46.443419345538416,6937,3546,3391,1,532,10,277,921,234,19,65,3136,148,0,1,25,0,165,376
PR,74438,BALSA NOVA,182,42.669707539576066,11181,5546,5635,2,0,0,0,2615,0,0,0,6070,0,0,0,0,0,197,422
RS,88560,NOVA RAMADA,23,48.2147087857848,2026,984,1042,1,35,2,170,475,99,4,10,865,12,1,0,4,0,34,37
TO,96032,SÃO SEBASTIÃO DO TOCANTINS,21,40.637325145001704,2931,1455,1476,1,1,13,170,1482,43,5,21,531,10,1,0,14,0,12,145
RJ,60011,RIO DE JANEIRO,211,46.98105279769596,101390,54409,46884,1,290,1450,18714,12228,1737,734,470,27561,3069,27,21,1221,27,1848,3929
SP,61042,TARUMÃ,290,42.84203002144389,11192,5617,5575,2,0,0,0,2247,0,0,0,5665,0,0,0,0,0,214,673
MG,41149,NOVA BELÉM,169,42.93779342723005,3408,1688,1720,2,0,0,0,1172,0,0,0,1049,0,0,0,0,0,31,234
SP,71730,TAPIRATIBA,30,45.00142816338189,10503,5356,5145,2,0,0,0,2454,0,0,0,4350,0,0,0,0,0,268,820
MG,50016,PIAU,235,46.90608132421735,2779,1287,1492,1,6,8,268,909,94,4,12,742,37,1,0,8,1,73,171
SP,64130,FERNANDO PRESTES,139,47.60337124289196,4924,2500,2423,2,0,0,0,671,0,0,0,2538,0,0,0,0,0,97,305
PI,10960,NOVA SANTA RITA,69,41.96809744779582,3448,1653,1795,1,0,4,209,2404,38,6,26,128,14,0,0,7,0,40,139
MG,54054,UMBURATIBA,73,43.09241432422026,2597,1239,1358,1,2,24,58,1132,80,0,12,415,8,0,0,4,0,26,76
BA,35190,FLORESTA AZUL,29,45.72105887001185,7593,3837,3753,1,12,21,353,3309,163,11,15,1031,26,1,1,35,1,79,382
GO,93912,HIDROLINA,39,45.50471554609066,3288,1610,1678,1,15,5,215,1020,109,4,34,1144,40,0,1,11,0,39,168
CE,98558,UMIRIM,23,40.544645420614415,13932,7073,6859,1,11,98,3842,5657,85,4,76,1597,11,2,2,17,2,198,519
CE,13250,ARARIPE,68,41.931188258537965,17715,9086,8624,1,6,29,5341,5426,69,25,60,621,9,1,1,12,2,202,612
RS,84735,ÁUREA,3,45.99391480730223,2958,1452,1506,2,0,0,0,1008,0,0,0,1484,0,0,0,0,0,103,110
BA,34029,CAETANOS,58,43.860710954503055,9650,4591,5054,2,0,0,0,5974,0,0,0,573,0,0,0,0,0,42,231
MG,53414,SERRO,262,43.547642869754576,16991,8522,8468,2,0,0,0,6278,0,0,0,2465,0,0,0,0,0,242,1793
SC,83631,TREZE TÍLIAS,47,42.40645609163485,5763,2951,2812,1,73,17,127,606,176,4,72,3283,176,2,0,8,1,84,171
AM,98434,RIO PRETO DA EVA,68,40.45977923193866,15129,7567,7562,2,0,0,0,5368,0,0,0,4751,0,0,0,0,0,113,676
PA,4910,MOCAJUBA,35,39.567763102549,23775,11823,11945,2,0,0,0,12928,0,0,0,3847,0,0,0,0,0,184,895
MG,45357,FREI GASPAR,269,43.46641864108087,5107,2539,2568,1,3,12,105,2161,167,13,42,708,19,1,1,13,3,65,265
CE,13978,GRANJEIRO,62,41.49660655419818,5157,2641,2516,2,0,0,0,3375,0,0,0,430,0,0,0,0,0,26,109
CE,14575,MARCO,96,38.57231726283048,20576,10479,10097,1,6,67,5452,5818,174,12,93,4374,44,0,9,11,2,423,874
RN,17434,MACAU,30,43.39703683566671,22076,11632,10444,2,0,0,0,12415,0,0,0,3254,0,0,0,0,0,211,872
SP,65595,ITAPUÍ,241,45.53153737963864,9243,4676,4564,1,53,36,415,804,884,19,75,3991,209,2,0,32,2,338,364
SC,83259,SÃO JOAQUIM,28,44.89271791673164,19239,9754,9485,2,0,0,0,4571,0,0,0,9052,0,0,0,0,0,465,993
GO,92924,CHAPADÃO DO CÉU,96,38.01810699588477,7290,3485,3805,2,0,0,0,1652,0,0,0,3672,0,0,0,0,0,69,224
RS,87580,SALVADOR DAS MISSÕES,96,47.12597137014315,2445,1177,1268,1,20,1,192,582,34,6,16,1171,48,0,0,0,0,43,53
ES,56677,MIMOSO DO SUL,5,44.354161169454855,18949,9522,9427,1,73,131,1238,5331,815,57,130,6194,129,2,8,135,2,541,929
MG,43079,CATAS ALTAS DA NORUEGA,87,42.46927966101695,3776,1840,1935,2,0,0,0,1303,0,0,0,955,0,0,0,0,0,58,336
TO,96857,AUGUSTINÓPOLIS,21,40.348130841121495,11985,6173,5812,1,22,84,708,4550,218,14,55,2936,54,2,1,63,3,143,860
MG,52035,SANTO ANTÔNIO DO ITAMBÉ,262,43.40171606864275,3846,1877,1967,1,4,6,213,1286,121,2,18,387,13,1,0,10,1,63,180
BA,35874,IRAMAIA,169,45.166590020694414,8699,4222,4471,1,19,9,362,3995,134,10,11,900,11,0,1,17,1,105,434
PI,12076,SÃO MIGUEL DO TAPUIO,39,42.9452946471851,14443,7258,7185,2,0,0,0,9062,0,0,0,1340,0,0,0,0,0,78,489
SP,70750,SÃO BERNARDO DO CAMPO,409,41.54434512417535,133241,70175,63041,2,0,0,0,42114,0,0,0,49034,0,0,0,0,0,2686,12332
MG,41955,CACHOEIRA DOURADA,302,44.225249772933694,2202,1116,1086,2,0,0,0,956,0,0,0,515,0,0,0,0,0,13,111
MG,46337,ITABIRA,132,44.363871325568496,90150,47555,42545,1,271,785,7349,16147,2818,335,744,29859,3192,26,24,797,65,2399,7723
MT,91618,TESOURO,2,46.11141732283465,2540,1145,1395,2,0,0,0,706,0,0,0,690,0,0,0,0,0,28,56
MT,91090,VILA BELA DA SANTÍSSIMA TRINDADE,25,42.48819527811124,9996,4777,5217,2,0,0,0,2813,0,0,0,3677,0,0,0,0,0,47,187
RS,87211,JAGUARÃO,25,47.24750896771622,20072,10853,9219,2,0,0,0,6699,0,0,0,7930,0,0,0,0,0,549,1156
RS,88935,SÃO SEBASTIÃO DO CAÍ,11,44.0825239554136,15341,8092,7249,2,0,0,0,3662,0,0,0,8758,0,0,0,0,0,378,881
MA,8958,SANTA HELENA,83,39.70156882591093,19760,10694,9066,1,13,91,853,11053,154,32,139,2746,26,0,2,62,12,198,823
MG,51772,SANTANA DO MANHUAÇU,167,45.78547249647391,7090,3498,3589,1,11,9,391,2574,176,6,46,1585,137,0,1,10,3,106,217
PR,78999,SAPOPEMA,119,43.75628240925409,5014,2450,2564,2,0,0,0,1901,0,0,0,1906,0,0,0,0,0,96,224
CE,14613,MASSAPÊ,45,41.93172772043446,29652,15300,14337,1,38,129,10646,5182,1403,48,119,3197,32,5,4,60,2,877,1395
SC,80136,ALFREDO WAGNER,4,43.18647627047459,7143,3466,3677,1,45,9,209,1116,382,21,131,4048,190,0,2,13,0,178,248
RJ,60011,RIO DE JANEIRO,10,48.928681712910404,88085,48080,39937,1,285,1250,11515,5872,1087,481,521,35699,998,25,40,982,65,1745,4485
MG,42676,CARATINGA,71,48.51744632541988,29949,15959,13932,1,71,117,1882,5031,966,51,204,10444,570,4,6,149,13,610,1498
SP,66214,JUNQUEIRÓPOLIS,196,44.408093797276855,13220,6805,6415,1,46,72,507,1336,1617,16,58,6139,258,2,5,57,3,432,543
MG,43770,CORDISBURGO,206,47.11312343271106,7178,3547,3622,1,11,22,389,1954,287,15,76,1962,165,1,2,24,2,158,352
SP,69310,PRESIDENTE VENCESLAU,102,47.462317248953255,29142,15640,13489,2,0,0,0,4254,0,0,0,15173,0,0,0,0,0,545,1532
RS,85782,IMIGRANTE,125,50.027412692452124,2663,1341,1322,1,18,9,166,309,213,8,73,1120,120,2,1,5,4,79,94
SP,71072,SÃO PAULO,253,48.62856219973796,219809,119430,100154,1,1360,1066,22569,14494,15311,1404,1860,88371,12285,47,78,2012,86,3511,9864
PI,12521,TANQUE DO PIAUÍ,82,42.445750452079565,2212,1158,1054,2,0,0,0,1448,0,0,0,253,0,0,0,0,0,27,130
SP,67652,NOVA INDEPENDÊNCIA,9,43.178325480246464,2759,1421,1338,1,15,20,112,545,330,2,14,1034,43,1,0,11,1,82,148
SP,62910,CAMPINAS,378,41.563228389425284,185083,97697,87310,2,0,0,0,45501,0,0,0,78848,0,0,0,0,0,4258,15747
RN,16934,IPUEIRA,26,44.29758562605278,1781,917,864,1,5,3,754,527,8,7,15,210,11,1,1,2,1,17,55
MG,41963,CRISÓLITA,73,43.23679901760131,4887,2351,2535,1,7,20,100,2200,102,5,26,558,24,0,2,9,0,30,175
SP,71072,SÃO PAULO,422,43.691047651186004,142243,77691,64515,1,943,1450,14994,15521,9074,1049,1567,48591,6003,39,75,1579,77,3804,8809
SC,80535,BRAÇO DO NORTE,44,42.43949179013127,23692,12245,11447,2,0,0,0,2413,0,0,0,16337,0,0,0,0,0,286,751
RS,86843,ITAPUCA,145,45.11117136659436,1844,902,942,2,0,0,0,537,0,0,0,804,0,0,0,0,0,53,87
BA,39713,XIQUE-XIQUE,68,41.72684878666628,34740,17757,16972,1,31,82,1695,16601,605,62,84,3674,65,1,1,110,6,359,1713
GO,92231,ANHANGÜERA,8,44.836190476190474,1050,500,550,1,3,3,95,257,39,1,17,366,24,0,1,5,0,6,54
RS,87947,SINIMBU,40,44.43369565217391,6440,3058,3382,2,0,0,0,2590,0,0,0,2924,0,0,0,0,0,156,292
BA,38997,SEBASTIÃO LARANJEIRAS,175,43.72847965738758,7005,3472,3531,1,7,20,209,3420,87,6,8,892,25,2,0,10,2,77,434
MS,91235,NOVA ANDRADINA,5,43.40512669416618,33942,17522,16420,1,234,147,1734,6511,1407,50,262,12270,501,2,3,115,6,579,876
MG,47732,LUMINÁRIAS,343,45.75483724106533,4394,2184,2204,2,0,0,0,1427,0,0,0,1400,0,0,0,0,0,113,490
MG,47732,LUMINÁRIAS,343,45.75483724106533,4394,2184,2204,1,13,21,441,961,214,11,28,1232,92,0,2,6,1,149,360
MG,41114,BARBACENA,23,45.21153378460541,98685,52390,46171,2,0,0,0,32411,0,0,0,35585,0,0,0,0,0,2026,8788
SP,65137,INDIANA,71,44.348118279569896,3720,1902,1818,2,0,0,0,715,0,0,0,2153,0,0,0,0,0,86,242
PI,11576,PEDRO II,12,42.373551764904576,29605,15280,14325,1,49,93,3822,13299,329,49,188,3445,56,1,2,53,5,451,1423
SP,69299,PRESIDENTE PRUDENTE,101,47.76434656040469,83818,44649,38910,2,0,0,0,12615,0,0,0,42926,0,0,0,0,0,1573,4104
RJ,58459,LAJE DO MURIAÉ,112,46.065301072312344,7274,3615,3654,2,0,0,0,2840,0,0,0,2486,0,0,0,0,0,108,536
SP,62162,QUADRA,140,46.12797427652733,3110,1471,1639,2,0,0,0,503,0,0,0,1506,0,0,0,0,0,69,189
MG,53430,SETE LAGOAS,264,40.77289166381777,55577,29526,26020,2,0,0,0,12223,0,0,0,26056,0,0,0,0,0,1501,6042
SP,61859,AVAÍ,300,43.48102172356171,4189,2053,2135,1,11,27,155,779,417,17,24,1397,35,1,2,15,0,88,139
MG,52450,SÃO JOÃO DA MATA,164,45.082826990725934,3127,1488,1636,2,0,0,0,611,0,0,0,1523,0,0,0,0,0,60,189
RS,85499,BOSSOROCA,52,47.84664868229923,4819,2380,2439,1,23,12,310,1612,235,12,30,1391,26,1,0,9,1,216,108
CE,13226,EUSÉBIO,88,39.0748841874015,41880,22580,19300,1,64,833,11756,8895,400,95,194,10284,231,3,9,158,9,747,1554
PI,12580,CURRALINHOS,58,40.94141111942159,4011,2019,1992,2,0,0,0,2777,0,0,0,408,0,0,0,0,0,15,102
SP,62146,PRATÂNIA,129,42.18948302640337,4507,2154,2350,2,0,0,0,989,0,0,0,1903,0,0,0,0,0,124,286
GO,92320,MATRINCHÃ,95,44.258292383292385,3256,1649,1607,2,0,0,0,1186,0,0,0,1257,0,0,0,0,0,45,84
SP,71510,SUZANO,415,42.32898967337413,99841,52112,47554,2,0,0,0,22148,0,0,0,45082,0,0,0,0,0,2606,8963
PR,79677,NOVA OLÍMPIA,127,45.087370600414076,4830,2507,2320,2,0,0,0,1270,0,0,0,2366,0,0,0,0,0,45,167
SE,31739,MACAMBIRA,24,41.74236168455822,6055,3114,2941,2,0,0,0,3124,0,0,0,1239,0,0,0,0,0,77,492
PE,24457,IPUBI,133,41.633939887742166,22094,11333,10747,2,0,0,0,12493,0,0,0,2223,0,0,0,0,0,181,675
MG,40177,ÁGUAS FORMOSAS,4,44.69093977154725,15408,7840,7554,2,0,0,0,5099,0,0,0,3995,0,0,0,0,0,134,1099
BA,30660,IUIU,175,42.98893120685551,8402,4068,4321,2,0,0,0,4823,0,0,0,946,0,0,0,0,0,97,257
MG,43656,CONSELHEIRO LAFAIETE,87,44.63502191286414,93099,49119,43939,2,0,0,0,30180,0,0,0,35020,0,0,0,0,0,2302,9378
AM,2356,HUMAITÁ,17,40.39715765891907,28568,13973,14592,1,127,120,1121,9763,351,81,166,7093,189,4,4,53,10,247,795
RS,89184,CORONEL PILAR,98,51.520110957004164,1442,675,767,2,0,0,0,225,0,0,0,942,0,0,0,0,0,26,49
MG,51551,SANTA LUZIA,312,42.150139026911994,99623,53231,46319,1,253,1503,8766,15327,2609,442,1297,37812,1462,23,39,1262,53,3529,5943
BA,39110,SERROLÂNDIA,46,43.28729339930519,9501,4991,4510,1,9,80,496,4550,178,24,18,1347,5,2,1,31,1,147,876
MG,46094,ILICÍNEA,122,44.984875168341446,9654,4751,4903,1,10,42,579,2618,404,20,48,2971,331,1,5,18,3,240,420
SP,65897,JACAREÍ,62,45.0619465770561,81539,42109,39200,2,0,0,0,12527,0,0,0,43901,0,0,0,0,0,1767,5575
PR,77933,QUATIGUÁ,55,45.00192215281115,6243,3265,2978,2,0,0,0,1361,0,0,0,3583,0,0,0,0,0,74,271
PI,12734,AROEIRAS DO ITAIM,10,41.69584837545126,3325,1622,1703,2,0,0,0,2414,0,0,0,393,0,0,0,0,0,22,97
SP,68438,PEDREIRA,333,44.35514562541825,34369,17552,16810,2,0,0,0,4055,0,0,0,19185,0,0,0,0,0,681,2539
MG,46418,ITACARAMBI,148,42.661962513781695,13607,6869,6721,2,0,0,0,5433,0,0,0,2444,0,0,0,0,0,127,1158
BA,39691,WENCESLAU GUIMARÃES,197,41.37178993323061,15576,7737,7837,1,10,143,685,7499,390,18,37,1970,23,3,1,61,2,188,830
MA,8290,MATINHA,86,39.92756016989146,16952,8834,8118,1,5,96,685,9490,144,33,159,2405,20,0,3,36,5,304,554
PR,79774,FRANCISCO ALVES,97,45.90327246429217,5531,2825,2706,2,0,0,0,1473,0,0,0,2920,0,0,0,0,0,66,199
RS,88706,SETE DE SETEMBRO,96,48.01390498261877,1726,850,876,1,10,3,150,530,118,0,26,563,14,0,0,4,1,69,44
BA,35939,IRECÊ,95,41.14997391166262,44082,24526,19556,2,0,0,0,25824,0,0,0,9137,0,0,0,0,0,488,2071
PR,74756,CAMPINA DA LAGOA,169,44.98670505546617,11810,6159,5651,1,1076,31,446,2271,473,23,104,4091,147,2,2,31,2,235,530
TO,92479,ARRAIAS,22,42.38921151116273,7749,3831,3918,2,0,0,0,3642,0,0,0,1323,0,0,0,0,0,44,269
PR,75191,CONSELHEIRO MAIRINCK,79,45.3888096935139,2806,1421,1385,1,84,7,213,648,83,5,39,1036,28,1,1,17,1,53,173
MG,46639,ITANHOMI,138,45.490575446295004,10028,5211,4809,2,0,0,0,3091,0,0,0,3015,0,0,0,0,0,111,824
MG,41181,NOVORIZONTE,244,44.02124804294341,4471,2205,2264,1,5,12,304,1498,182,10,16,792,60,1,1,6,0,52,207
MG,48798,MUTUM,188,45.126072607260724,21210,10771,10411,1,37,105,719,5836,812,34,96,6745,248,5,4,32,3,454,918
PE,25313,RECIFE,150,43.11574755595818,105973,59301,46672,2,0,0,0,47340,0,0,0,37934,0,0,0,0,0,1423,6060
MT,98833,PARANAÍTA,24,42.748966467615986,8708,4107,4600,2,0,0,0,1861,0,0,0,3979,0,0,0,0,0,79,173
MT,90476,CÁCERES,6,43.694669606380906,61684,31897,29768,1,177,225,2937,14291,2116,171,449,20922,368,4,10,393,17,792,1920
RS,85502,GLORINHA,71,45.64783577339274,6284,3064,3220,2,0,0,0,1128,0,0,0,3577,0,0,0,0,0,127,283
RS,87912,PELOTAS,34,46.375061979373264,80672,44833,35839,1,608,303,13454,12818,5473,1160,791,25666,2236,25,12,798,42,2131,2410
SC,80390,BALNEÁRIO CAMBORIÚ,103,39.87191073919107,17925,9592,8333,2,0,0,0,2884,0,0,0,11025,0,0,0,0,0,364,795
RS,85901,ITACURUBI,44,48.394234514998054,2567,1260,1307,1,6,11,303,789,83,4,12,713,7,2,0,0,0,64,42
MT,91103,ITANHANGÁ,21,41.69864253393665,4421,1996,2424,1,20,5,114,455,83,4,18,2244,28,1,1,6,1,49,103
MG,42218,CAMPINA VERDE,63,46.696955749884935,15209,7569,7637,1,53,17,714,3543,594,20,46,4926,337,5,0,38,3,193,622
CE,13129,BARREIRA,52,41.4114544551998,16117,8628,7489,1,21,169,3634,5828,231,27,102,3082,19,2,2,45,4,374,823
SP,63932,DUMONT,293,43.317763830097796,6851,3450,3398,2,0,0,0,1088,0,0,0,3714,0,0,0,0,0,143,474
RS,88340,CARAÁ,46,48.18498439296862,6087,2817,3270,1,9,9,362,1149,468,17,195,2192,39,0,2,18,3,279,204
PE,25232,POÇÃO,55,43.057968066714125,9834,5268,4561,1,9,43,858,4675,75,14,33,667,12,1,0,28,1,178,745
PB,21474,PRINCESA ISABEL,34,42.286407439854436,14839,7941,6898,2,0,0,0,9595,0,0,0,1730,0,0,0,0,0,135,544
BA,38490,SALVADOR,2,43.59409423088349,84155,47743,36412,2,0,0,0,46550,0,0,0,20989,0,0,0,0,0,1028,5353
PR,75361,FOZ DO JORDÃO,168,41.77445514445007,3946,1999,1947,1,158,26,207,1611,75,10,36,862,10,0,2,5,0,44,127
PB,19356,BARRA DE SÃO MIGUEL,62,42.60471854304636,4832,2374,2458,2,0,0,0,2964,0,0,0,843,0,0,0,0,0,45,188
RS,86835,GRAVATAÍ,71,43.526548571689126,87727,45659,42068,1,418,461,7719,8397,3208,510,1762,38669,1836,29,13,618,60,3212,2785
SP,69191,PRADÓPOLIS,197,43.970952165384034,13254,6569,6643,1,27,50,670,1800,972,40,91,5102,472,3,4,53,3,380,693
PR,74691,CAMBARÁ,25,45.553991137039326,17827,9443,8384,2,0,0,0,4007,0,0,0,9536,0,0,0,0,0,228,931
PE,25135,PAULISTA,12,42.27901996691872,67715,37223,30492,1,129,1390,7787,19471,798,350,470,21182,589,14,13,879,26,1715,5786
BA,30970,HELIÓPOLIS,110,41.31889312977099,10481,5330,5151,2,0,0,0,7429,0,0,0,913,0,0,0,0,0,92,247
RJ,58335,DUQUE DE CAXIAS,78,45.11949707809456,112945,60485,52314,1,313,2623,8726,12790,1745,433,655,50736,532,21,63,1222,69,3035,7252
