SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,IDADE_EST_MED,ELEITORES,FEMININO,MASCULINO,NR_TURNO,ALVARO FERNANDES DIAS,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CIRO FERREIRA GOMES,FERNANDO HADDAD,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GUILHERME CASTRO BOULOS,HENRIQUE DE CAMPOS MEIRELLES,JAIR MESSIAS BOLSONARO,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO VICENTE FONTELLA GOULART,JOSE MARIA EYMAEL,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,VERA LUCIA PEREIRA DA SILVA SALGADO,VOTO BRANCO,VOTO NULO
RN,16837,GOVERNADOR DIX-SEPT ROSADO,49,42.97692849594928,11356,5780,5576,1,16,42,2649,4035,72,20,47,1310,35,2,0,20,3,258,743
MG,52876,SÃO SEBASTIÃO DA BELA VISTA,248,43.61740279350698,5298,2472,2824,1,18,26,245,937,328,11,33,2113,158,2,2,22,5,104,220
AL,27731,JARAMATAIA,44,40.01531492666091,4636,2351,2285,2,0,0,0,2806,0,0,0,462,0,0,0,0,0,32,172
RS,87238,JAGUARI,26,45.9517052229907,8386,4207,4179,1,76,15,833,1604,343,26,231,3528,77,1,2,22,1,337,267
BA,37214,MATA DE SÃO JOÃO,185,41.07013825814916,39638,20455,19181,1,50,954,1624,18235,1032,71,109,5277,66,10,2,277,5,914,2734
MG,40070,ACAIACA,225,46.542994079503806,3547,1800,1727,1,3,15,212,1177,147,3,14,655,22,0,2,6,0,74,221
MS,98132,SETE QUEDAS,33,45.22751773049645,7050,3704,3346,2,0,0,0,1728,0,0,0,3149,0,0,0,0,0,76,363
MG,43974,CÓRREGO DO BOM JESUS,59,47.84880503144654,3975,1890,2085,2,0,0,0,795,0,0,0,1902,0,0,0,0,0,58,301
MG,41548,SÃO DOMINGOS DAS DORES,128,41.06031167779802,4941,2443,2498,2,0,0,0,1600,0,0,0,1801,0,0,0,0,0,102,451
MG,41564,SÃO FÉLIX DE MINAS,117,43.72278623801466,3546,1742,1800,1,7,37,87,875,131,3,23,1100,28,0,0,9,0,37,139
RN,16314,BENTO FERNANDES,62,40.602987777274784,4418,2202,2216,1,5,31,445,2510,56,6,17,509,14,1,3,19,0,65,176
MT,90336,BARRA DO BUGRES,13,42.10238761023876,23247,11208,12037,1,104,95,876,6332,637,67,167,7094,193,0,5,154,9,353,1003
TO,92436,ARAGUATINS,10,41.029753335252906,20838,10508,10330,2,0,0,0,8819,0,0,0,5882,0,0,0,0,0,168,828
PB,21776,SANTA TERESINHA,65,42.15987081146548,4954,2486,2468,1,9,15,796,1948,63,9,74,784,15,0,0,9,0,129,275
PE,24171,GAMELEIRA,28,40.19607432243644,14317,7561,6756,2,0,0,0,7686,0,0,0,2879,0,0,0,0,0,144,819
MG,48771,MURIAÉ,187,45.95602974458455,77325,41216,35969,2,0,0,0,21306,0,0,0,31027,0,0,0,0,0,1191,6520
RS,87793,PALMITINHO,94,45.36161903071188,5633,2862,2771,1,37,17,411,2148,271,11,110,1610,69,2,0,5,1,148,145
MG,50911,RIBEIRÃO DAS NEVES,286,40.617534011987445,105111,55614,49473,1,248,1856,7857,20805,2329,472,1301,36935,1269,27,34,1184,56,4165,6513
PA,5053,ORIXIMINÁ,38,40.38411992573406,43627,21527,22091,1,71,163,1357,15598,1524,138,602,10585,226,6,2,340,3,440,1026
SC,80837,CONCÓRDIA,9,45.40439723320158,36433,18740,17693,1,340,80,1353,5060,888,110,329,18690,1085,23,7,117,6,683,1108
RS,98299,JÓIA,155,45.35959696068715,6054,2944,3110,2,0,0,0,2809,0,0,0,2060,0,0,0,0,0,132,218
PI,10090,AMARANTE,8,43.73939010680157,14232,7429,6803,2,0,0,0,9036,0,0,0,1419,0,0,0,0,0,114,397
RS,86231,DAVID CANABARRO,138,46.39307535641548,3928,1928,2000,1,19,2,378,873,192,7,96,1536,82,0,1,3,1,124,93
MG,42293,CAMPOS ALTOS,327,44.60030627871363,10448,5270,5172,1,16,52,449,1893,414,6,52,3438,254,3,2,28,3,289,477
MG,53511,SIMONÉSIA,167,44.529246419488686,14942,7310,7617,1,22,74,903,4107,597,37,143,3667,231,3,1,39,3,421,926
MG,49972,PERDÕES,216,45.5986426398315,17092,8764,8312,1,36,97,1113,2515,678,50,125,6479,644,6,5,114,4,574,1145
MG,42439,CAPELA NOVA,68,46.34529560616517,4347,2177,2169,2,0,0,0,1600,0,0,0,1130,0,0,0,0,0,214,540
SP,61573,ARAÇOIABA DA SERRA,294,43.823469568294406,22608,11639,10969,2,0,0,0,3881,0,0,0,13130,0,0,0,0,0,623,1915
MT,90824,GAÚCHA DO NORTE,57,40.9291658209864,4928,2338,2590,2,0,0,0,1094,0,0,0,2173,0,0,0,0,0,28,69
PR,78956,SÃO SEBASTIÃO DA AMOREIRA,35,43.72224767140021,6549,3456,3093,2,0,0,0,2483,0,0,0,2707,0,0,0,0,0,88,246
PE,25950,TACARATU,89,40.565152691511386,15456,7837,7618,2,0,0,0,10527,0,0,0,1274,0,0,0,0,0,86,398
MG,46612,ITANHANDU,137,45.27871262865545,12242,6369,5856,1,57,80,1137,1334,1077,48,57,4235,689,3,1,57,2,341,611
RS,88218,RODEIO BONITO,64,45.18016321406152,4779,2409,2370,1,42,22,246,1509,184,11,76,1716,80,2,0,14,0,119,111
RN,18392,SÃO JOÃO DO SABUGI,26,44.26518642647675,4774,2463,2311,1,16,15,1682,1381,27,10,20,754,47,0,0,3,3,51,173
RS,89389,QUATRO IRMÃOS,148,44.22990777338603,1518,719,799,1,34,16,58,362,62,6,29,675,11,0,0,3,0,27,36
SP,70750,SÃO BERNARDO DO CAMPO,284,48.00296475238827,81964,44034,37787,1,474,471,8195,6978,4214,479,533,33234,4997,12,28,634,33,1162,3541
MG,45098,SÃO GONÇALO DO RIO PRETO,101,43.90682811974437,2973,1512,1455,1,16,13,191,897,129,3,16,460,50,0,1,1,0,57,202
PR,79030,SERTANEJA,26,46.11431693989071,4575,2357,2218,1,237,13,225,917,151,5,23,2021,78,0,0,21,2,77,204
PI,10154,ANTÔNIO ALMEIDA,14,43.20612612612613,2776,1360,1416,1,6,12,138,1137,60,6,15,581,18,0,1,16,0,35,149
PA,4278,BELÉM,76,44.806689246401355,82671,45813,36858,2,0,0,0,25095,0,0,0,41344,0,0,0,0,0,1368,5147
GO,92932,CAMPINORTE,50,43.122256693094336,8703,4364,4339,1,36,50,418,1525,258,13,123,3867,133,0,4,27,0,115,384
BA,38490,SALVADOR,7,43.96837745114913,87153,48652,38501,1,372,1159,13035,26996,1446,664,421,19545,1037,15,9,1142,26,1617,7004
CE,13897,FORTALEZA,114,42.077574142591494,104330,57141,47097,2,0,0,0,45795,0,0,0,32280,0,0,0,0,0,1462,6456
RN,17930,PEDRO AVELINO,17,42.32910113980667,6931,3416,3515,1,9,20,1012,2436,112,10,34,942,13,2,1,11,1,80,266
RN,18490,SÃO PAULO DO POTENGI,8,42.60136491368928,12456,6594,5862,2,0,0,0,5364,0,0,0,4140,0,0,0,0,0,151,792
SP,67458,NARANDIBA,261,43.70224852071006,4225,2102,2114,2,0,0,0,1264,0,0,0,1601,0,0,0,0,0,86,286
SP,66753,MARABÁ PAULISTA,102,45.793823796548594,3303,1579,1724,1,13,8,142,868,313,2,9,784,26,0,0,8,0,51,124
PB,20931,MONTE HOREBE,40,41.89826780313445,3637,1855,1782,1,3,5,370,1868,9,1,38,284,2,0,0,10,0,41,222
PI,10839,FRANCISCO SANTOS,28,42.76761332605134,7324,3701,3623,1,13,29,908,3432,136,8,36,733,32,0,2,20,4,87,328
SP,65854,JABORANDI,178,44.75721295387635,5095,2582,2511,1,11,32,199,949,240,9,51,1859,101,0,1,10,2,180,276
MG,47317,NOVA UNIÃO,56,46.49429937477014,5439,2702,2734,1,9,24,384,1422,180,22,42,1364,107,2,2,48,4,175,314
RS,86169,NOVA ALVORADA,62,45.71649679124198,2649,1298,1351,1,22,1,81,480,139,5,27,1343,50,0,0,3,0,83,103
SC,83712,URUBICI,4,45.28895868567287,8278,4202,4076,2,0,0,0,1366,0,0,0,4473,0,0,0,0,0,112,284
ES,57053,VITÓRIA,1,42.87136345136345,122851,67009,55842,1,519,3817,11888,24316,3346,599,1379,47660,1824,31,50,1937,41,3298,5065
SC,82333,PALHOÇA,24,40.938124093893045,122778,63643,59135,2,0,0,0,22914,0,0,0,71369,0,0,0,0,0,2600,6933
PA,4510,COLARES,8,42.66944941363546,10062,5004,5053,2,0,0,0,4871,0,0,0,1480,0,0,0,0,0,98,556
PR,75574,FLORESTÓPOLIS,65,42.94399821508255,8964,4474,4490,2,0,0,0,3554,0,0,0,3760,0,0,0,0,0,91,311
PB,22055,SÃO SEBASTIÃO DO UMBUZEIRO,29,43.16022841787034,2977,1508,1469,2,0,0,0,2032,0,0,0,332,0,0,0,0,0,25,92
PI,11150,LUZILÂNDIA,27,41.550092260935635,18426,9333,9093,1,40,62,1162,9822,299,42,151,2164,112,1,2,59,4,258,971
SP,72311,VARGEM GRANDE DO SUL,229,44.99801428434167,31223,16179,15025,2,0,0,0,4103,0,0,0,16342,0,0,0,0,0,1077,2202
MT,90670,CUIABÁ,51,41.422978487929726,115657,61870,53773,2,0,0,0,30786,0,0,0,56964,0,0,0,0,0,1370,4004
RN,16551,CORONEL EZEQUIEL,68,41.891552767196956,4463,2284,2179,2,0,0,0,2602,0,0,0,598,0,0,0,0,0,51,263
RN,18236,SANTA CRUZ,16,41.341763614904735,23724,12711,11013,2,0,0,0,12500,0,0,0,5889,0,0,0,0,0,300,1322
SP,65897,JACAREÍ,62,45.0619465770561,81539,42109,39200,1,323,501,4965,5838,8227,323,522,35154,2864,11,32,602,78,1728,3089
MG,44938,ESTRELA DO INDAIÁ,104,47.670047329276535,2959,1511,1447,1,4,3,139,481,177,5,23,1052,71,0,0,11,0,52,130
AM,2631,NHAMUNDÁ,43,40.162550653719705,13080,6195,6885,1,6,16,365,7476,89,41,49,1150,15,0,1,34,1,52,235
PR,79391,UNIFLOR,71,43.99714964370546,2106,1078,1026,1,151,12,103,601,30,5,13,740,16,0,0,4,0,21,62
PA,4200,JACAREACANGA,102,40.6591395756278,10276,4718,5556,1,26,38,210,3298,927,72,147,1338,2,0,2,53,0,54,285
SP,70750,SÃO BERNARDO DO CAMPO,174,42.55879186224077,142104,75143,66924,1,535,1860,13027,30963,5334,903,848,43961,5324,22,48,1039,78,3015,7911
ES,56022,ÁGUA DOCE DO NORTE,23,42.80617529880478,10040,5079,4961,1,57,64,394,3336,246,25,51,3164,49,1,3,38,1,171,443
MG,49670,PAULISTAS,242,44.74337550728097,4189,2144,2043,1,10,5,226,1646,132,11,30,450,37,1,0,19,1,47,248
AL,28096,MURICI,9,39.78481607096269,19166,9977,9189,1,26,133,794,6858,532,55,539,4032,43,4,6,95,8,629,981
ES,56200,PONTO BELO,38,44.88257268150073,6157,3071,3086,1,44,49,282,2367,209,14,15,1302,30,0,5,26,2,81,256
RS,84891,CAPELA DE SANTANA,11,43.56018061238888,7087,3591,3496,1,58,79,412,1672,323,21,149,2692,187,3,2,36,2,247,314
GO,95893,SANTA TEREZINHA DE GOIÁS,85,46.08181685834911,6869,3583,3286,1,21,27,252,2471,214,7,168,2008,79,0,2,18,1,116,386
MG,52612,SÃO JOSÉ DA VARGINHA,202,44.85014005602241,3570,1728,1840,1,20,7,161,664,134,16,21,1279,123,1,0,18,1,99,175
GO,93734,GOIÂNIA,147,41.014645577035736,109248,58326,50922,2,0,0,0,21570,0,0,0,56868,0,0,0,0,0,1476,4686
PB,19801,CATURITÉ,59,41.44682289319513,4438,2260,2178,2,0,0,0,2792,0,0,0,843,0,0,0,0,0,72,215
TO,73075,ANGICO,9,41.97439180537772,2343,1117,1226,2,0,0,0,920,0,0,0,744,0,0,0,0,0,17,100
SC,81957,LONTRAS,102,44.22587171248364,8403,4292,4111,2,0,0,0,1067,0,0,0,5331,0,0,0,0,0,139,324
RJ,59153,TERESÓPOLIS,38,46.8555023923445,58521,31539,26927,1,235,651,5125,2640,1387,231,367,27456,1074,9,25,523,26,1074,2959
MA,7226,CACHOEIRA GRANDE,110,41.033496521515076,7762,3731,4029,2,0,0,0,4284,0,0,0,531,0,0,0,0,0,34,123
SP,61263,ARAÇARIGUAMA,131,41.11096374889478,15834,7882,7948,2,0,0,0,3192,0,0,0,7212,0,0,0,0,0,351,1070
BA,38636,SANTA MARIA DA VITÓRIA,72,45.20812861392426,29919,15183,14705,1,37,113,1025,13393,473,51,78,4102,119,11,4,56,7,367,1779
MT,98655,CAMPINÁPOLIS,26,44.84919966301601,9496,4600,4895,2,0,0,0,3739,0,0,0,2528,0,0,0,0,0,72,170
RN,16080,ITAJÁ,54,40.91326449563145,6295,3162,3133,1,18,40,962,2807,34,5,18,891,19,0,0,9,3,62,283
GO,93998,IPORÁ,53,45.84637045012216,24149,12793,11356,1,61,112,1494,4574,779,60,426,9941,272,2,10,136,2,333,1249
RN,17159,JOÃO DIAS,41,41.73136005994755,2669,1369,1300,1,6,16,307,1404,29,2,9,292,1,0,1,3,1,41,122
BA,33359,ANTÔNIO GONÇALVES,53,42.6362859931674,8196,4142,4051,1,26,37,343,3975,99,18,15,1129,6,0,0,39,5,100,406
TO,73318,ARAGUANÃ,12,41.21040395233943,3441,1714,1727,1,10,11,155,1223,61,4,14,1056,9,0,3,9,0,21,268
BA,39489,UMBURANAS,167,41.173337438423644,9744,4828,4916,1,10,86,293,5126,509,23,13,1387,5,2,1,31,5,129,610
BA,34312,CANDIBA,64,45.137603226425966,10415,5241,5174,1,9,60,494,5762,80,14,19,1324,62,1,0,18,0,179,688
SC,81485,SÃO BERNARDINO,69,43.29481733220051,2354,1111,1243,2,0,0,0,1043,0,0,0,788,0,0,0,0,0,43,83
MA,7145,BACURITUBA,38,41.58615847542628,4985,2466,2519,1,9,9,237,2777,56,5,67,365,1,0,0,18,3,60,125
MG,52370,SÃO GONÇALO DO RIO ABAIXO,22,42.85058233121863,10561,5295,5258,2,0,0,0,3482,0,0,0,3827,0,0,0,0,0,255,1138
RJ,60011,RIO DE JANEIRO,216,48.542334615476506,83715,46217,37374,2,0,0,0,19543,0,0,0,36941,0,0,0,0,0,1421,5635
RN,16276,BAÍA FORMOSA,11,41.848448508469495,6671,3422,3249,1,12,99,735,2438,124,8,20,1428,18,2,2,27,1,137,395
SE,32450,TELHA,19,40.01545595054096,3235,1657,1578,2,0,0,0,1720,0,0,0,726,0,0,0,0,0,32,171
RJ,59250,VOLTA REDONDA,131,46.87956409748365,126176,67533,58597,2,0,0,0,32111,0,0,0,56503,0,0,0,0,0,1990,7799
MT,98850,PORTO ALEGRE DO NORTE,28,43.28880183709307,7403,3471,3932,1,18,15,269,1517,283,20,40,2457,15,1,0,29,3,79,259
AP,6084,PEDRA BRANCA DO AMAPARI,11,36.684690773910106,8877,4125,4752,1,4,80,476,3323,110,30,42,2229,38,1,11,90,1,59,213
PB,21890,SÃO JOSÉ DE ESPINHARAS,51,43.562281140570285,3998,1901,2097,1,13,6,871,1559,44,5,66,547,15,0,1,4,2,93,215
RO,51,JI-PARANÁ,3,41.08885807442941,26684,13772,12912,1,141,141,1303,3165,737,118,182,13455,443,2,5,134,6,316,787
PB,22314,TAPEROÁ,27,43.244667741018105,10550,5522,5028,2,0,0,0,6084,0,0,0,1525,0,0,0,0,0,135,392
ES,56693,MONTANHA,38,44.285626535626534,14652,7541,7079,2,0,0,0,5351,0,0,0,4330,0,0,0,0,0,180,460
RJ,59099,SAQUAREMA,62,46.86017445444458,64889,33742,31110,1,277,748,4633,5092,1321,191,460,29784,406,17,25,537,15,1349,3267
PI,10707,CAPITÃO GERVÁSIO OLIVEIRA,69,43.661580714067746,3278,1551,1727,2,0,0,0,2667,0,0,0,121,0,0,0,0,0,10,73
MG,41319,BERTÓPOLIS,4,43.644167278063094,4089,1910,2178,1,3,6,72,1720,151,1,11,684,9,0,1,2,0,28,153
BA,38490,SALVADOR,17,40.72657846395178,96898,53525,43373,1,208,2994,5917,36896,1549,451,524,17254,249,6,32,1196,23,3311,12932
TO,73164,TAIPAS DO TOCANTINS,25,40.77104959630911,1734,809,925,1,5,6,83,714,18,5,15,299,1,1,2,3,0,11,149
SP,71072,SÃO PAULO,413,44.94349705735251,145959,79719,66162,1,1032,1365,15141,18125,9792,1042,1364,48333,7211,40,88,1440,60,3167,8188
MG,41840,CATAS ALTAS,245,43.83927414128321,4629,2327,2291,2,0,0,0,1382,0,0,0,1591,0,0,0,0,0,82,595
MG,52213,SÃO FRANCISCO,252,42.6476732441554,40595,20583,20005,2,0,0,0,16543,0,0,0,6705,0,0,0,0,0,427,2745
MG,40231,AIURUOCA,6,47.81547734785145,5143,2491,2651,1,18,20,336,859,317,22,33,1490,80,4,1,20,5,142,340
MA,8265,SÃO DOMINGOS DO AZEITÃO,62,40.184796380090496,5525,2703,2822,2,0,0,0,3571,0,0,0,639,0,0,0,0,0,23,115
MG,52272,SÃO FRANCISCO DO GLÓRIA,69,44.958968347010554,4265,2052,2198,1,4,11,284,1661,107,3,18,968,66,1,3,18,2,50,164
RJ,59110,SILVA JARDIM,63,44.13067121607933,18757,9389,9341,1,48,425,1157,2126,533,42,101,7998,95,6,15,133,11,326,825
RS,86924,LINHA NOVA,165,47.66308243727599,1395,667,728,1,8,0,86,184,89,4,40,653,44,0,2,3,0,45,61
MG,44830,ESPERA FELIZ,303,44.21061281991078,17036,8880,8152,2,0,0,0,5949,0,0,0,5453,0,0,0,0,0,348,1394
SP,69876,ROSEIRA,190,43.59588311841949,8453,4316,4129,1,56,47,353,623,1159,27,56,3615,196,2,0,39,2,209,249
SC,80527,GUATAMBÚ,35,42.40654997176736,5313,2490,2823,1,30,31,205,2057,158,17,46,1643,46,1,1,12,1,102,151
SP,70017,SALESÓPOLIS,112,44.30943296934614,15202,7424,7772,1,53,94,813,951,2406,52,169,5382,476,4,8,80,6,475,763
BA,36536,JAGUAQUARA,76,42.472126824481784,32615,17450,15165,1,67,310,1833,12996,504,84,78,5678,65,7,2,117,6,542,2943
MS,90379,BATAGUASSU,6,42.50402431474081,17767,8941,8826,2,0,0,0,4145,0,0,0,7059,0,0,0,0,0,215,806
PR,77879,PRESIDENTE CASTELO BRANCO,71,43.86718165960628,4013,2002,2009,1,130,31,287,920,99,15,41,1279,38,0,1,22,0,71,220
MS,91901,VICENTINA,4,44.85427782888684,5435,2717,2718,1,68,26,416,1698,256,7,67,1510,97,0,0,24,1,84,200
PB,19321,ASSUNÇÃO,27,41.2185595567867,3610,1830,1780,1,1,26,467,1496,52,8,16,474,2,0,1,6,0,56,237
SP,71072,SÃO PAULO,280,44.585665895138206,171521,91765,79651,2,0,0,0,47919,0,0,0,69144,0,0,0,0,0,4057,15779
BA,33537,BARRA,77,41.848199042847945,35732,17566,18134,1,34,144,688,19411,596,44,76,3000,36,2,6,95,4,217,1583
CE,14133,INDEPENDÊNCIA,39,44.421915920055135,21765,10979,10777,2,0,0,0,11782,0,0,0,2639,0,0,0,0,0,176,574
CE,14753,MORADA NOVA,47,43.23725737730788,50696,26540,24156,2,0,0,0,29611,0,0,0,8656,0,0,0,0,0,532,2687
BA,33014,ABAÍRA,105,48.002315819945,6909,3564,3342,2,0,0,0,2694,0,0,0,1742,0,0,0,0,0,88,457
RJ,58890,RIO DAS FLORES,111,43.8702137655626,8514,4361,4150,1,29,63,885,1805,276,24,125,2421,69,0,8,54,2,162,559
PI,12580,CURRALINHOS,58,40.94141111942159,4011,2019,1992,1,6,14,163,2732,38,3,19,360,20,0,1,20,0,30,165
RJ,58378,ITABORAÍ,151,43.93266354491411,79230,41772,37375,2,0,0,0,16549,0,0,0,35830,0,0,0,0,0,1631,5944
MG,53996,UBAÍ,50,41.82012800706246,9062,4464,4590,1,12,17,422,4107,304,18,27,962,32,2,2,16,0,63,430
PR,75183,CAMPINA DO SIMÃO,44,42.65956169318523,3331,1559,1772,2,0,0,0,1704,0,0,0,929,0,0,0,0,0,30,93
CE,14834,MULUNGU,5,41.24488765463267,7923,4089,3834,2,0,0,0,5021,0,0,0,1050,0,0,0,0,0,79,243
PR,75809,LUIZIANA,183,42.81638929088278,5528,2745,2783,2,0,0,0,2129,0,0,0,2159,0,0,0,0,0,65,151
MG,40622,ROSÁRIO DA LIMEIRA,187,43.67674934462593,4959,2378,2569,2,0,0,0,1962,0,0,0,1346,0,0,0,0,0,100,505
PE,24198,GARANHUNS,56,41.59606881265541,88881,48826,40055,2,0,0,0,49373,0,0,0,18995,0,0,0,0,0,1112,3788
SP,69671,RIBEIRÃO PIRES,183,43.52561813799875,67219,34804,32370,2,0,0,0,15033,0,0,0,30811,0,0,0,0,0,1482,5779
MG,43176,CHÁCARA,42,46.04303510758777,2649,1331,1318,2,0,0,0,1089,0,0,0,923,0,0,0,0,0,35,194
PR,74586,NOVA LARANJEIRAS,45,43.459016393442624,7503,3790,3713,1,220,9,303,3135,232,39,51,1938,49,1,3,26,1,91,245
TO,92002,BERNARDO SAYÃO,4,42.423540609137056,3152,1524,1628,2,0,0,0,1068,0,0,0,1100,0,0,0,0,0,16,178
CE,14630,MAURITI,76,41.707432179022376,31998,16690,15308,2,0,0,0,19565,0,0,0,5458,0,0,0,0,0,265,1455
SP,61417,ANDRADINA,9,46.67947503720742,44347,23428,20883,1,256,415,2014,5269,2762,96,247,17868,809,6,24,247,10,1179,1712
SP,71072,SÃO PAULO,381,40.13732627103505,223914,118956,104918,1,1051,3905,19349,54329,9527,2153,2859,50814,4596,100,137,2264,124,8526,20436
MS,90298,BANDEIRANTES,34,44.28978825136612,5856,2818,3038,2,0,0,0,1813,0,0,0,2269,0,0,0,0,0,60,265
MG,52175,SÃO BRÁS DO SUAÇUÍ,106,45.36432088039386,3453,1746,1702,1,19,13,282,683,186,7,21,879,79,0,0,26,5,118,356
TO,94099,ITAGUATINS,11,41.95489964580874,4235,2052,2183,1,14,27,216,2011,95,5,13,797,6,0,0,21,2,30,313
MG,52736,SÃO LOURENÇO,259,46.26176208840107,33710,18196,15495,2,0,0,0,5561,0,0,0,16961,0,0,0,0,0,651,2489
PR,77631,PINHALÃO,19,44.60811605567536,5101,2559,2542,2,0,0,0,1575,0,0,0,2479,0,0,0,0,0,83,190
SE,31313,CEDRO DE SÃO JOÃO,3,43.12281059063137,4910,2529,2381,2,0,0,0,2530,0,0,0,985,0,0,0,0,0,39,279
SP,61247,PEDRINHAS PAULISTA,290,44.93763066202091,2870,1390,1373,1,42,6,180,256,266,4,17,1253,64,0,0,5,1,43,83
SP,65811,ITUPEVA,65,41.314268051434226,40440,20566,19874,2,0,0,0,6544,0,0,0,21693,0,0,0,0,0,842,2993
SP,62553,BRAÚNA,289,46.12979630506869,4222,2140,2081,1,16,13,126,434,309,14,34,2179,44,0,5,7,1,72,113
MG,54410,VISCONDE DO RIO BRANCO,284,45.287318142562945,30106,15707,14368,2,0,0,0,9396,0,0,0,11264,0,0,0,0,0,675,2633
RJ,58076,BARRA MANSA,91,45.19694616683859,88219,46060,42054,2,0,0,0,21217,0,0,0,39593,0,0,0,0,0,1708,6932
RR,3093,MUCAJAÍ,6,39.3394495412844,11227,5532,5695,2,0,0,0,2641,0,0,0,5715,0,0,0,0,0,83,455
SC,81833,LAGES,93,44.073526931768356,29649,15606,14043,1,222,136,1565,3650,1308,133,370,13207,575,7,3,237,7,912,1278
PI,12599,PORTO ALEGRE DO PIAUÍ,14,40.8466060929984,1871,908,963,2,0,0,0,1114,0,0,0,254,0,0,0,0,0,10,49
PE,24090,FERREIROS,27,41.575129533678755,9266,4758,4508,1,12,38,631,3857,84,12,23,1648,68,0,1,32,5,248,780
PB,20516,JOÃO PESSOA,1,43.614159063351025,100617,55952,44665,2,0,0,0,38160,0,0,0,43372,0,0,0,0,0,1368,4501
SP,71412,SILVEIRAS,145,44.9646017699115,5198,2561,2630,1,22,80,272,611,861,15,35,1652,99,2,2,15,1,135,197
MG,41351,BIAS FORTES,24,46.06799336650083,3618,1690,1924,1,0,6,341,1439,145,10,20,592,39,0,0,7,0,77,156
RS,85596,CACHOEIRA DO SUL,10,47.40962175352972,68844,35995,32849,1,290,214,4629,9798,3353,258,878,27015,861,29,14,551,20,2141,1130
BA,39497,UNA,116,43.166073312236286,15168,7579,7589,1,14,268,445,5994,454,25,65,2730,28,2,5,74,4,207,1048
PI,12700,SÃO MIGUEL DO FIDALGO,5,41.85587404117884,2477,1214,1263,1,0,3,123,1602,13,1,22,136,1,0,0,3,0,19,90
MG,46434,ITAGUARA,81,44.1235599078341,10416,5153,5263,1,32,74,1023,1286,819,26,67,3125,593,2,10,59,2,569,939
PA,4278,BELÉM,73,39.9478401926518,119597,65271,54326,1,472,2501,15982,21094,4789,1531,2817,43087,1066,25,49,2507,128,2421,5676
MG,49018,NOVA RESENDE,195,44.080813721579574,12535,6081,6443,1,40,49,702,2318,518,54,28,4878,486,0,4,30,4,383,636
ES,56839,PIÚMA,17,43.7197123363452,16269,8413,7848,1,42,173,1011,2519,483,27,80,6670,259,4,2,107,5,314,646
SC,81388,BOM JESUS,43,42.84307178631052,2396,1218,1178,1,24,6,81,801,50,10,33,809,37,1,0,6,0,31,65
MG,46531,ITAMBACURI,136,45.809065031749505,18269,9657,8599,2,0,0,0,6375,0,0,0,3602,0,0,0,0,0,192,1259
TO,92738,BREJINHO DE NAZARÉ,3,42.82471264367816,3829,1911,1918,2,0,0,0,1542,0,0,0,1135,0,0,0,0,0,22,230
SC,81370,IÇARA,79,42.92474858110126,40172,20518,19654,1,196,183,1478,3491,818,137,306,23696,821,3,7,188,15,743,1351
RS,87220,NOVA PÁDUA,68,48.632149046793764,2308,1117,1191,2,0,0,0,134,0,0,0,1770,0,0,0,0,0,31,50
RS,89230,TAPERA,4,46.096519601500844,7729,4079,3650,1,42,20,402,2098,263,19,100,3243,196,1,1,14,2,164,177
PR,79359,UMUARAMA,89,44.37560720130933,76375,41205,35170,1,3141,295,4028,8600,1752,184,578,39717,1816,24,21,357,10,1266,2697
AC,1090,MÂNCIO LIMA,4,38.13275404296404,12429,6178,6250,1,33,25,334,2764,1085,28,245,4654,7,1,2,80,0,114,376
PB,19798,CAMALAÚ,29,43.0140977443609,5320,2674,2646,2,0,0,0,3939,0,0,0,297,0,0,0,0,0,38,128
PR,76430,JARDIM ALEGRE,93,47.312675448067374,9265,4661,4591,1,448,43,473,2109,240,11,72,3018,62,3,2,34,1,140,327
PI,12343,CAJAZEIRAS DO PIAUÍ,5,41.496367239101716,3028,1486,1542,1,1,7,217,1936,37,7,19,161,4,0,1,4,4,29,176
BA,38865,SÃO JOSÉ DO JACUÍPE,191,42.9960828910791,7915,3998,3914,1,14,22,572,3765,86,11,8,721,8,12,2,12,3,120,486
RS,86177,CRISSIUMAL,91,47.892997935047866,10654,5451,5203,2,0,0,0,3470,0,0,0,4501,0,0,0,0,0,247,713
RO,159,JARU,10,42.510477139653666,40137,20200,19937,1,308,216,1061,4616,1486,121,352,18041,428,1,5,114,13,550,1067
AM,2755,SÃO PAULO DE OLIVENÇA,22,38.545588843585655,16924,8375,8548,2,0,0,0,10907,0,0,0,1535,0,0,0,0,0,96,804
SP,61751,ARTUR NOGUEIRA,75,43.29485157034275,34865,17962,16883,1,225,240,1949,3835,1976,85,271,15497,1043,14,19,208,6,1081,1922
BA,39926,SÃO JOSÉ DA VITÓRIA,166,41.96363636363636,4511,2271,2240,2,0,0,0,2134,0,0,0,968,0,0,0,0,0,38,223
PA,5819,CONCÓRDIA DO PARÁ,87,40.74790981681541,21291,10392,10890,1,22,61,910,8958,1840,62,212,3884,47,4,4,56,4,172,640
