SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,IDADE_EST_MED,ELEITORES,FEMININO,MASCULINO,NR_TURNO,ALVARO FERNANDES DIAS,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CIRO FERREIRA GOMES,FERNANDO HADDAD,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GUILHERME CASTRO BOULOS,HENRIQUE DE CAMPOS MEIRELLES,JAIR MESSIAS BOLSONARO,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO VICENTE FONTELLA GOULART,JOSE MARIA EYMAEL,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,VERA LUCIA PEREIRA DA SILVA SALGADO,VOTO BRANCO,VOTO NULO
MG,41408,PONTO CHIQUE,218,42.473837209302324,3784,1825,1954,1,5,6,186,1648,98,13,10,400,24,0,0,6,0,30,172
PR,84514,CANTAGALO,203,42.95863802559415,8752,4409,4343,2,0,0,0,4127,0,0,0,2681,0,0,0,0,0,92,209
PI,11916,SÃO FÉLIX DO PIAUÍ,74,43.89539868533867,3499,1834,1665,1,5,0,451,1669,43,5,13,516,34,0,1,17,0,35,145
PA,4065,SÃO JOÃO DE PIRABAS,64,41.29036018899184,16297,8237,8060,2,0,0,0,7397,0,0,0,3227,0,0,0,0,0,131,886
ES,56170,BARRA DE SÃO FRANCISCO,23,44.893556268582024,33973,17488,16459,2,0,0,0,9975,0,0,0,12932,0,0,0,0,0,363,820
PA,4731,ITUPIRANGA,56,42.254213266783744,32458,15548,16903,1,39,99,1115,12455,701,45,480,6534,67,1,3,80,4,262,788
SP,65390,ITAJOBI,79,47.50769734687193,12212,6163,6044,2,0,0,0,1372,0,0,0,7102,0,0,0,0,0,279,777
AM,2453,JAPURÁ,48,37.98697507298451,4455,2063,2391,2,0,0,0,1912,0,0,0,648,0,0,0,0,0,32,125
SP,71072,SÃO PAULO,403,41.40693428889642,103257,55671,47500,1,545,1329,10576,16665,5765,1210,1006,31284,3028,28,56,1235,51,3125,7991
PR,75264,CRUZMALTINA,110,46.064349621472815,2906,1429,1469,2,0,0,0,733,0,0,0,1293,0,0,0,0,0,23,79
MA,8834,PRESIDENTE VARGAS,50,40.0794133053955,9546,4634,4912,2,0,0,0,5785,0,0,0,597,0,0,0,0,0,63,193
RN,16535,CERRO CORÁ,20,43.31668047827631,8447,4330,4117,2,0,0,0,4835,0,0,0,1328,0,0,0,0,0,69,500
PB,19470,BOM SUCESSO,36,45.09352167559669,4106,2131,1975,2,0,0,0,2953,0,0,0,307,0,0,0,0,0,29,88
GO,96814,INDIARA,68,41.991036044536706,10598,5380,5218,1,15,69,539,2695,201,7,148,3785,80,1,0,40,1,203,725
SP,72354,VERA CRUZ,180,43.994219653179194,7093,3704,3389,1,33,36,381,777,789,17,76,3489,124,4,3,42,0,183,327
RJ,58475,MACAÉ,254,40.736700908625195,74179,38686,35434,1,275,2219,6013,9768,1045,270,408,27912,561,12,38,829,45,2066,3942
BA,34797,CORDEIROS,60,44.10093056549749,6985,3576,3408,2,0,0,0,2914,0,0,0,1552,0,0,0,0,0,73,321
PR,74586,NOVA LARANJEIRAS,45,43.459016393442624,7503,3790,3713,2,0,0,0,3741,0,0,0,2340,0,0,0,0,0,59,169
MG,51152,RIO POMBA,239,46.44849679645145,14203,7275,6919,2,0,0,0,4899,0,0,0,4583,0,0,0,0,0,281,1139
PA,4936,MOJU,37,39.8382638311354,50504,24430,26056,1,32,309,1792,25761,2608,135,832,7166,49,5,7,201,5,356,984
MA,7153,ANAPURUS,24,38.99374849723491,12479,6143,6333,1,7,37,477,7159,90,18,151,1384,15,0,0,19,7,171,635
RJ,58130,CABO FRIO,256,42.729200845222,76194,41356,34811,2,0,0,0,11199,0,0,0,37220,0,0,0,0,0,1335,4917
PB,21474,PRINCESA ISABEL,34,42.286407439854436,14839,7941,6898,1,29,43,2078,6932,319,36,27,1279,51,1,1,29,3,270,1165
AL,27219,BRANQUINHA,9,39.55883813306852,8057,4059,3998,2,0,0,0,3756,0,0,0,1160,0,0,0,0,0,74,243
RS,88684,NOVO CABRAIS,10,45.493398392652125,3484,1719,1765,2,0,0,0,1046,0,0,0,1707,0,0,0,0,0,100,125
SP,68810,PIRANGI,76,47.4784879383238,8042,4090,3950,1,40,12,543,542,510,12,31,3651,182,1,2,38,2,286,339
PR,76473,JATAIZINHO,80,43.86963207029105,9105,4751,4354,1,527,45,507,1392,415,12,135,3754,151,9,2,59,3,229,425
PA,4278,BELÉM,1,43.74104534684001,79763,43712,36051,2,0,0,0,29220,0,0,0,35190,0,0,0,0,0,1372,5196
ES,56995,SERRA,26,41.69999596293979,99085,52211,46838,2,0,0,0,31608,0,0,0,41804,0,0,0,0,0,1906,4192
PB,21059,NOVA OLINDA,42,41.65348323629793,4981,2548,2433,2,0,0,0,3041,0,0,0,437,0,0,0,0,0,40,156
SP,67474,NATIVIDADE DA SERRA,84,47.89670846394984,6380,2868,3506,1,35,17,193,575,807,8,40,2268,67,0,1,23,0,111,224
SE,31038,AQUIDABÃ,3,42.23166591942612,15613,8084,7529,1,38,74,1024,7473,285,36,62,2005,41,11,0,84,14,247,1080
MG,50997,RIO DOCE,225,45.42103004291845,2330,1154,1173,2,0,0,0,886,0,0,0,664,0,0,0,0,0,39,248
RJ,58130,CABO FRIO,96,46.549989369618366,75258,40138,35024,2,0,0,0,12321,0,0,0,37552,0,0,0,0,0,1136,3880
SP,68616,PINDAMONHANGABA,90,43.969350116319184,113051,58647,54371,1,344,674,6811,6943,12266,371,951,47930,3233,24,39,873,14,2764,4683
PE,25313,RECIFE,150,43.11574755595818,105973,59301,46672,1,210,2144,13031,27322,1434,715,722,33010,1134,31,14,1496,69,2954,9063
PI,10618,CRISTINO CASTRO,59,40.99174163102787,6781,3447,3334,1,18,15,352,3901,100,6,52,776,14,3,0,26,3,89,374
PE,25631,SÃO JOÃO,116,43.8177570093458,17764,9400,8357,1,12,66,1370,8122,122,16,71,1331,22,0,0,28,3,266,1020
PI,12220,LAGOA DO SÍTIO,18,42.945770627919046,3854,1934,1920,2,0,0,0,2586,0,0,0,345,0,0,0,0,0,21,144
MG,42196,CAMPESTRE,222,46.129406810251474,16623,8100,8505,2,0,0,0,3168,0,0,0,8136,0,0,0,0,0,507,1417
MS,98175,TAQUARUSSU,5,43.51313320825516,3198,1588,1610,2,0,0,0,1220,0,0,0,998,0,0,0,0,0,38,128
SE,32190,RIBEIRÓPOLIS,26,42.879956027849026,13645,7156,6489,2,0,0,0,6578,0,0,0,3192,0,0,0,0,0,183,1074
PB,21750,SANTA RITA,2,40.97227525525027,60236,31722,28514,1,100,983,4795,18266,1240,202,444,17866,228,2,16,449,24,2087,5497
PB,20516,JOÃO PESSOA,76,43.887481254990554,102695,57516,45179,2,0,0,0,34741,0,0,0,48630,0,0,0,0,0,1411,3588
TO,92533,AURORA DO TOCANTINS,17,43.86588235294118,2975,1467,1508,2,0,0,0,1173,0,0,0,740,0,0,0,0,0,24,153
MG,46876,ITURAMA,142,43.246257764502225,29461,14881,14577,1,67,160,1259,8727,591,33,76,8628,920,2,0,71,3,403,1053
ES,56570,ITARANA,11,44.72141145719887,9182,4555,4627,2,0,0,0,2098,0,0,0,4652,0,0,0,0,0,160,443
RS,86320,ARAMBARÉ,12,48.64279319606088,3351,1727,1624,1,5,7,292,591,196,4,76,1282,28,2,0,10,2,70,79
SP,71072,SÃO PAULO,4,49.32170914911956,162422,87081,74805,2,0,0,0,29158,0,0,0,82443,0,0,0,0,0,3082,10266
MG,43818,CORINTO,95,46.49782423848347,19995,10213,9774,2,0,0,0,6044,0,0,0,5534,0,0,0,0,0,277,1512
RJ,58637,NILÓPOLIS,201,45.551273767133644,72741,40129,32473,2,0,0,0,14157,0,0,0,38007,0,0,0,0,0,1071,4031
PA,5355,SANTARÉM,83,40.55882693063811,86474,44767,41707,1,328,365,7344,18212,6216,685,1803,31403,575,32,11,1240,29,1003,2415
MG,48658,MONTES CLAROS,317,42.16463875713205,101830,54317,47405,1,239,871,7389,23905,2157,432,617,34532,1593,18,29,744,26,2452,7676
PE,25852,MOREILÂNDIA,79,41.60629213483146,8900,4516,4384,1,4,58,967,4695,40,3,31,423,7,1,0,15,4,92,510
MT,91898,JUSCIMEIRA,14,46.369538357856904,8903,4311,4591,2,0,0,0,2338,0,0,0,3685,0,0,0,0,0,109,308
SP,69914,RUBINÉIA,187,47.93042336724647,3047,1525,1522,2,0,0,0,569,0,0,0,1370,0,0,0,0,0,43,206
SP,62405,PAULISTÂNIA,7,43.87642896026129,1837,920,915,2,0,0,0,281,0,0,0,917,0,0,0,0,0,39,109
GO,96695,ARAGUAPAZ,110,43.325853985264565,5972,2934,3038,1,29,29,223,1641,341,7,102,1859,42,1,5,16,0,60,230
PB,19550,BORBOREMA,11,41.633782824698365,4227,2146,2081,2,0,0,0,2476,0,0,0,665,0,0,0,0,0,43,129
PB,22039,SÃO SEBASTIÃO DE LAGOA DE ROÇA,19,42.84997039668443,8445,4420,4025,1,18,54,1196,2260,348,41,73,1694,10,1,7,28,3,308,867
BA,34754,CONTENDAS DO SINCORÁ,58,43.33219087793304,3793,1881,1910,1,4,8,261,1925,62,8,12,424,4,0,1,6,0,54,275
MA,7684,IGARAPÉ DO MEIO,77,40.921052631578945,11438,5688,5750,2,0,0,0,6680,0,0,0,957,0,0,0,0,0,55,153
PE,24635,JOAQUIM NABUCO,38,39.76052341163487,12688,6447,6238,1,12,167,886,5075,120,7,26,1682,10,1,4,20,0,286,772
GO,92827,RIO QUENTE,7,42.222647058823526,3400,1647,1753,2,0,0,0,773,0,0,0,1627,0,0,0,0,0,39,131
ES,57932,SANTA MARIA DE JETIBÁ,9,42.4783787541713,28768,14261,14489,2,0,0,0,5721,0,0,0,16375,0,0,0,0,0,471,1122
BA,34614,COCOS,61,42.889680202698074,14603,7114,7489,1,12,38,281,7105,252,3,20,2778,32,1,1,10,1,155,737
RJ,59153,TERESÓPOLIS,195,45.044947307534954,70884,37057,33750,1,244,988,5064,3859,2277,255,557,32000,868,9,37,630,30,1923,4332
PR,74241,CRUZEIRO DO IGUAÇU,115,43.77581369248036,3564,1785,1773,2,0,0,0,1537,0,0,0,1142,0,0,0,0,0,43,82
RN,17833,PASSAGEM,13,40.8755033557047,2980,1521,1459,1,14,44,423,1152,80,9,14,758,2,0,0,15,1,47,139
RN,18317,SÃO BENTO DO NORTE,52,40.88447204968944,3220,1598,1622,1,10,22,394,1449,35,6,13,496,5,0,0,6,2,46,154
GO,92274,APARECIDA DE GOIÂNIA,132,39.040070473436934,88546,45708,42838,2,0,0,0,22737,0,0,0,40274,0,0,0,0,0,1222,3437
PR,74357,ARAUCÁRIA,50,40.62728360674836,94423,48440,45983,1,3997,854,6662,15245,2196,515,1175,37774,2388,19,26,785,42,2878,4963
MG,48933,NOVA ERA,193,45.000461589185626,15165,7934,7217,1,43,147,1050,3929,395,41,117,4159,369,5,8,94,3,324,765
BA,33650,BARRO PRETO,136,42.813431557306835,5838,2822,3014,2,0,0,0,2715,0,0,0,1096,0,0,0,0,0,57,271
MG,40339,ALMENARA,9,45.605147330578234,29763,15407,14349,1,49,134,1221,12418,491,45,88,4731,211,3,3,101,7,314,1085
BA,39438,UBAITABA,73,42.64239936631382,13887,7442,6445,2,0,0,0,6565,0,0,0,2986,0,0,0,0,0,130,657
BA,37931,PINDOBAÇU,115,43.22909460834181,14745,7463,7281,1,41,131,657,6607,267,27,27,2265,30,1,2,36,2,226,746
SP,62030,BARIRI,19,47.137686022184504,25333,13064,12252,2,0,0,0,2855,0,0,0,13538,0,0,0,0,0,665,1589
SP,70939,SÃO JOSÉ DO BARREIRO,18,45.11037709881641,3633,1759,1874,2,0,0,0,1027,0,0,0,1273,0,0,0,0,0,88,314
RS,88013,PORTO ALEGRE,2,51.144951907965044,127256,71494,55762,1,792,230,21828,13050,4106,1143,1042,46338,5794,52,30,1222,74,1329,1721
PE,25496,SANTA CRUZ DO CAPIBARIBE,109,38.66817232939822,55569,29906,25663,1,117,481,9248,11165,1005,102,125,19420,637,8,9,224,5,1251,4003
PR,74683,QUATRO PONTES,121,45.919078392806966,3559,1826,1731,2,0,0,0,404,0,0,0,2509,0,0,0,0,0,38,70
RN,18872,UMARIZAL,39,43.79954084098598,8276,4418,3858,1,12,25,1831,3284,67,7,20,956,40,2,3,21,6,135,405
SP,71072,SÃO PAULO,371,40.82934552219856,192964,103595,89299,1,787,3086,18924,48618,8163,1951,2180,42884,4472,93,101,2032,110,6554,15661
MA,9270,SÃO VICENTE FERRER,63,40.565853342825704,15451,8086,7365,1,6,68,411,7817,86,21,102,1257,10,1,1,38,7,275,618
RN,16853,GROSSOS,32,42.57035270490775,7967,4069,3898,2,0,0,0,4160,0,0,0,1833,0,0,0,0,0,150,612
MG,41076,BARÃO DE COCAIS,22,43.55355478349293,23602,12048,11537,2,0,0,0,7043,0,0,0,8352,0,0,0,0,0,555,2751
PB,19500,BERNARDINO BATISTA,53,41.369737887212075,2518,1293,1225,1,0,18,700,1014,15,2,6,181,0,1,0,0,0,22,164
MA,7722,ITINGA DO MARANHÃO,98,42.23273806061311,17191,8556,8620,1,24,61,894,5711,370,23,122,4451,53,0,2,40,7,199,684
MG,50334,POÇO FUNDO,164,47.15634747348721,12824,6359,6460,2,0,0,0,3294,0,0,0,5677,0,0,0,0,0,370,1013
PA,4529,CUMARU DO NORTE,59,39.30230659318228,4899,2324,2575,1,6,14,225,1760,132,3,124,1587,5,1,0,14,0,28,111
RS,87807,SÃO PEDRO DA SERRA,152,42.97544338335607,2932,1428,1504,1,13,5,159,344,156,10,77,1577,128,0,0,7,1,61,136
MG,41165,NOVA PORTEIRINHA,147,41.44616532935249,5359,2695,2664,2,0,0,0,2539,0,0,0,1366,0,0,0,0,0,57,472
PI,10197,ARRAIAL,77,42.15935828877005,3740,1901,1839,2,0,0,0,2533,0,0,0,308,0,0,0,0,0,27,105
PE,25470,SANHARÓ,45,41.310608515326294,15432,8175,7257,1,15,52,1852,6671,112,14,61,1747,39,0,0,31,6,327,1145
CE,13161,CHOROZINHO,49,40.566167212289095,15885,8070,7815,1,17,141,6063,4391,83,10,110,2214,10,0,0,38,0,313,597
PR,74349,FLOR DA SERRA DO SUL,140,43.36318289786223,4210,2085,2125,2,0,0,0,2021,0,0,0,1527,0,0,0,0,0,45,87
PI,10995,ITAINÓPOLIS,57,43.671070772058826,8705,4430,4275,1,10,72,753,4764,101,8,45,782,30,2,0,18,2,222,592
RS,88013,PORTO ALEGRE,159,42.70837743837895,105808,56633,49175,2,0,0,0,36087,0,0,0,36263,0,0,0,0,0,3092,6346
MA,7021,ALTO ALEGRE DO MARANHÃO,35,42.01751373626374,17472,9071,8389,2,0,0,0,10064,0,0,0,2010,0,0,0,0,0,91,379
BA,34835,CORONEL JOÃO SÁ,52,40.231390601928254,11513,5886,5627,1,11,33,723,7348,130,13,62,917,16,1,1,22,4,138,589
PA,4553,CURRALINHO,86,38.21452810701815,20334,9784,10546,1,18,64,719,11258,734,34,290,1855,3,3,2,54,2,60,442
AM,2453,JAPURÁ,48,37.98697507298451,4455,2063,2391,1,9,3,665,1391,119,9,32,553,5,0,0,26,0,22,48
PR,74500,MARIPÁ,124,46.19171597633136,5070,2576,2493,1,204,21,166,490,70,7,26,3111,42,0,2,14,2,56,144
SP,69752,RINCÃO,239,45.1077041011882,7828,3942,3884,2,0,0,0,2192,0,0,0,2957,0,0,0,0,0,181,619
PR,77216,NOVA ESPERANÇA,71,46.13680364430103,21074,11128,9940,2,0,0,0,4455,0,0,0,10236,0,0,0,0,0,309,648
MG,45470,GONÇALVES,205,47.60096397767631,3942,1844,2095,1,7,11,281,248,518,8,12,1426,165,1,1,10,1,85,188
SC,80896,CRICIÚMA,92,44.33038586968417,45690,23992,21698,1,271,296,2487,3337,1316,217,356,24906,1407,2,11,378,22,885,1549
SP,63398,CLEMENTINA,25,44.26452905811623,5489,2697,2791,1,21,26,197,710,428,10,30,2394,94,1,1,11,0,90,261
PA,4979,MUANÁ,10,40.205926109595836,24199,11789,12410,1,12,65,1129,12620,933,51,430,2986,12,2,6,62,7,131,578
RS,88005,TRÊS FORQUILHAS,85,46.03219624377156,2609,1261,1348,1,10,11,147,651,115,14,76,1016,38,0,0,10,1,67,66
PI,11533,PARNAÍBA,4,40.45336627547869,4857,2457,2400,1,9,24,568,2505,155,12,48,440,6,2,3,43,0,110,195
PR,79014,SENGÉS,54,42.03173900206673,13548,6582,6966,1,368,42,396,2567,703,20,95,5813,93,1,0,100,0,282,678
SP,68870,PIRASSUNUNGA,96,45.52535735943862,57715,29832,27875,1,289,293,3434,2802,3340,183,548,27957,1574,5,24,308,25,1349,2233
MS,55018,ALCINÓPOLIS,38,43.12767780634105,3502,1661,1841,2,0,0,0,1059,0,0,0,1194,0,0,0,0,0,47,139
MT,98639,ARAGUAIANA,9,42.994364212750966,2839,1379,1460,2,0,0,0,859,0,0,0,1008,0,0,0,0,0,14,104
PI,10251,BARREIRAS DO PIAUÍ,35,41.59178839320963,2533,1196,1337,2,0,0,0,1557,0,0,0,378,0,0,0,0,0,16,71
SC,80101,JOSÉ BOITEUX,14,42.98606356968215,4090,1985,2105,1,30,24,123,712,139,64,63,1891,33,0,0,23,4,87,111
MS,90638,CORUMBÁ,7,42.761295232823635,43361,22493,20868,2,0,0,0,12582,0,0,0,16974,0,0,0,0,0,548,1507
SC,80950,DESCANSO,45,46.338939197930145,6957,3447,3510,2,0,0,0,2077,0,0,0,3389,0,0,0,0,0,113,260
GO,92800,TURVELÂNDIA,128,41.05271739130435,3680,1785,1895,2,0,0,0,1655,0,0,0,1458,0,0,0,0,0,33,197
PB,19895,CONCEIÇÃO,41,42.48103186646434,13180,6784,6396,1,34,23,1512,6459,211,3,33,1637,23,1,2,21,3,194,1038
BA,34118,CAMACÃ,133,44.18914667715297,17801,9333,8466,1,57,360,709,6259,301,56,51,3730,46,3,3,57,2,206,972
PB,20974,MULUNGU,75,41.73478900883219,8152,4186,3966,2,0,0,0,4977,0,0,0,1497,0,0,0,0,0,75,308
MG,54011,UBERABA,276,44.288897420779115,72929,39742,33187,2,0,0,0,19379,0,0,0,34957,0,0,0,0,0,1341,5817
PR,79952,NOVA PRATA DO IGUAÇU,162,43.833808049535605,8075,4080,3995,2,0,0,0,3678,0,0,0,3014,0,0,0,0,0,75,171
BA,37354,MORRO DO CHAPÉU,55,42.93706293706294,24025,12253,11762,1,66,234,1422,11814,328,46,54,2574,42,5,4,73,4,285,1437
SP,61700,RIBEIRÃO GRANDE,37,43.891233283803864,6730,3264,3465,1,8,18,252,1342,1015,9,58,1822,173,4,4,24,4,239,214
SP,66630,MACAUBAL,77,48.10765630224005,5982,3027,2953,1,30,9,278,473,614,12,28,2467,181,0,2,8,0,214,333
PA,5452,SÃO FÉLIX DO XINGU,53,41.473892600841374,36370,16592,19778,2,0,0,0,8727,0,0,0,13133,0,0,0,0,0,255,1572
RS,87939,PINHEIRO MACHADO,35,46.728836754643204,10230,5151,5079,1,47,54,921,2953,649,47,81,2236,70,1,3,53,2,537,519
BA,38199,QUINJINGUE,102,43.360909881193855,20709,10102,10600,1,17,80,1651,10471,402,40,35,1540,15,4,6,76,0,261,955
PB,21750,SANTA RITA,3,40.697125382262996,32700,17574,15126,1,55,562,2352,10514,801,139,290,8934,77,5,11,198,11,1228,2907
GO,94978,NOVA VENEZA,54,43.55433712920006,7113,3545,3568,2,0,0,0,2085,0,0,0,3297,0,0,0,0,0,74,288
CE,13897,FORTALEZA,85,41.79456076722237,98436,53500,44905,2,0,0,0,41013,0,0,0,33768,0,0,0,0,0,1383,5682
GO,92835,CACHOEIRA DE GOIÁS,80,44.222863741339495,1732,845,887,2,0,0,0,520,0,0,0,649,0,0,0,0,0,20,42
BA,36331,ITAPITANGA,135,46.459315589353615,6576,3293,3281,1,12,41,263,2593,55,15,10,875,8,0,1,21,1,62,324
BA,39292,TEOFILÂNDIA,123,41.74600676227119,17154,8726,8423,2,0,0,0,10197,0,0,0,1296,0,0,0,0,0,117,645
PE,25097,PASSIRA,91,42.02287971688408,24303,12901,11402,1,26,160,2440,10422,269,29,103,3377,48,2,2,58,4,572,1797
BA,39659,VITÓRIA DA CONQUISTA,40,41.95034203768096,44001,22534,21467,1,35,237,1973,22604,2572,137,346,5252,49,8,9,199,9,930,3321
CE,15237,PORTEIRAS,70,42.30720636406177,12823,6698,6125,1,7,27,3566,5224,38,9,100,749,7,0,0,18,0,111,323
PA,4502,ABEL FIGUEIREDO,51,40.32047952047952,5005,2421,2584,1,16,17,134,2392,182,15,57,1194,34,1,1,10,0,36,196
MA,9571,SANTA INÊS,57,40.39132647291643,53059,28803,24256,2,0,0,0,28127,0,0,0,12991,0,0,0,0,0,499,1303
PE,24732,LAGOA DOS GATOS,86,44.390535917901936,12278,6322,5953,1,9,48,995,5247,88,8,42,1068,35,1,2,19,2,161,786
MT,91677,VÁRZEA GRANDE,20,41.730528066143954,86600,46132,40464,1,387,710,3171,20556,2245,301,865,33302,746,15,25,601,33,1671,3603
TO,73431,RIO DA CONCEIÇÃO,25,37.74874371859296,1791,856,935,2,0,0,0,760,0,0,0,331,0,0,0,0,0,13,95
SC,80110,ÁGUAS MORNAS,67,44.22101194659171,5693,2763,2930,2,0,0,0,906,0,0,0,3608,0,0,0,0,0,139,434
RN,18635,SERRA DE SÃO BENTO,15,41.93421323984327,4849,2518,2331,1,11,65,558,2168,127,6,41,615,9,2,6,12,2,85,353
MG,42102,GAMELEIRAS,180,42.9713758079409,4333,2134,2197,2,0,0,0,1985,0,0,0,814,0,0,0,0,0,28,309
ES,56219,BOM JESUS DO NORTE,44,44.779139355941865,7019,3676,3343,1,17,73,499,1416,216,12,33,2616,49,2,1,35,3,120,447
MG,44539,DOM SILVÉRIO,12,47.659811857361625,4571,2384,2186,2,0,0,0,1756,0,0,0,1120,0,0,0,0,0,86,503
AP,6114,FERREIRA GOMES,12,36.967359050445104,6740,3264,3476,2,0,0,0,2143,0,0,0,1659,0,0,0,0,0,51,210
BA,34932,CRISTÓPOLIS,126,42.931350114416475,11801,5769,6024,1,25,66,473,5751,149,14,17,1567,24,1,0,20,7,157,612
MA,8990,SANTA QUITÉRIA DO MARANHÃO,24,40.873580838323356,20875,10598,10274,1,35,27,546,10961,137,13,267,1628,31,6,2,18,7,305,881
MT,91197,NORTELÂNDIA,17,43.250054549421776,4583,2282,2301,1,11,18,128,1269,174,14,29,1585,79,0,2,11,2,59,248
PA,4189,IPIXUNA DO PARÁ,49,40.736550222867216,19296,9250,10040,1,13,39,1019,7591,720,42,337,3440,38,2,2,58,2,143,678
BA,35556,IBIRAPITANGA,134,41.386770058553566,12638,6718,5920,2,0,0,0,7291,0,0,0,2236,0,0,0,0,0,132,693
AP,6017,AMAPÁ,1,38.57474099654662,6081,2937,3144,1,2,68,401,2519,147,39,36,1404,28,0,2,57,0,33,154
AL,28592,SANTANA DO IPANEMA,19,40.13446963536415,30745,16502,14243,2,0,0,0,17425,0,0,0,4678,0,0,0,0,0,176,1087
MA,8265,SÃO DOMINGOS DO AZEITÃO,62,40.184796380090496,5525,2703,2822,1,0,7,265,3138,35,5,111,627,6,0,2,13,2,36,267
CE,98574,VARJOTA,65,42.945058475774324,15563,7875,7677,1,4,40,5304,3394,43,12,58,1824,33,1,1,18,2,153,464
SE,31550,INDIAROBA,35,39.33128161888702,11860,5960,5900,2,0,0,0,6795,0,0,0,1240,0,0,0,0,0,101,792
RJ,60011,RIO DE JANEIRO,243,41.15070416224854,66960,36080,30839,2,0,0,0,12991,0,0,0,33883,0,0,0,0,0,1459,5772
MG,43257,CIPOTÂNEA,11,44.36832061068702,5764,2794,2959,2,0,0,0,1725,0,0,0,1263,0,0,0,0,0,190,463
RJ,58327,PORTO REAL,183,42.19145449224466,17085,8719,8362,1,69,375,1339,2593,413,48,74,7152,173,2,30,131,3,342,768
MG,42110,CAMBUÍ,59,46.069694560082326,21379,10877,10498,1,60,71,1849,2145,1059,77,90,7636,1363,4,2,103,5,476,1478
TO,73210,CENTENÁRIO,33,43.44114077669903,1648,751,897,2,0,0,0,841,0,0,0,354,0,0,0,0,0,9,62
PE,23264,JATOBÁ,89,41.9840187296417,9826,5241,4585,2,0,0,0,6639,0,0,0,1057,0,0,0,0,0,60,238
PR,74632,BORRAZÓPOLIS,110,47.33607305936073,6570,3299,3268,1,269,10,262,1293,217,11,44,2428,87,4,1,17,2,109,335
PR,77810,PORTO AMAZONAS,13,43.4481091839636,3517,1804,1713,2,0,0,0,785,0,0,0,1939,0,0,0,0,0,86,161
SP,66397,LIMEIRA,66,46.10223771757985,115879,60275,55314,1,502,624,6940,6907,4866,398,648,59994,3169,27,86,783,20,2365,4475
MG,41998,CAETÉ,56,45.63852845987114,33679,17465,16184,1,122,216,3260,4867,1605,105,610,11479,820,12,5,336,18,1088,2238
SE,31992,PEDRA MOLE,29,41.4026101141925,3065,1545,1520,1,13,17,195,1266,136,16,18,522,10,1,0,18,0,67,206
PR,76236,IVAIPORÃ,93,46.21269686637441,24637,12946,11668,2,0,0,0,6656,0,0,0,11074,0,0,0,0,0,300,898
MA,7013,AFONSO CUNHA,28,39.4510280071232,6177,2912,3264,2,0,0,0,4048,0,0,0,374,0,0,0,0,0,22,74
BA,36757,LAFAIETE COUTINHO,23,44.221970554926386,3532,1741,1791,2,0,0,0,2359,0,0,0,391,0,0,0,0,0,26,181
SP,69752,RINCÃO,239,45.1077041011882,7828,3942,3884,1,23,23,446,1335,819,16,43,2237,165,1,7,22,1,210,483
SC,83259,SÃO JOAQUIM,28,44.89271791673164,19239,9754,9485,1,133,74,806,3202,1260,55,265,7568,504,8,9,40,10,568,828
SP,64637,GUARANTÃ,31,44.91893413398386,5329,2679,2649,2,0,0,0,947,0,0,0,2472,0,0,0,0,0,135,262
AM,98418,PRESIDENTE FIGUEIREDO,51,39.33070900774103,22739,11061,11678,1,59,320,1454,7828,190,60,140,5848,167,3,4,132,4,198,663
GO,93734,GOIÂNIA,146,41.90557825627841,108907,58296,50611,1,496,945,10853,11200,2331,572,2561,48010,2259,16,27,1096,30,1598,4058
RS,84883,DOUTOR MAURÍCIO CARDOSO,120,49.03557013118063,3964,1987,1977,2,0,0,0,1235,0,0,0,2005,0,0,0,0,0,53,199
CE,13617,CARIRÉ,65,42.423213638012335,13785,7026,6759,2,0,0,0,7414,0,0,0,2865,0,0,0,0,0,206,705
MG,41602,SÃO JOÃO DAS MISSÕES,166,39.47293190770962,8887,4368,4517,2,0,0,0,4425,0,0,0,1271,0,0,0,0,0,70,783
MG,51756,SANTANA DO JACARÉ,296,45.27022244691608,3956,1998,1958,2,0,0,0,965,0,0,0,1541,0,0,0,0,0,108,385
SE,32514,UMBAÚBA,35,39.724923419660264,17956,9441,8515,1,31,79,1137,7774,440,31,81,2750,32,4,1,88,7,329,1194
SC,80039,AGROLÂNDIA,57,43.76561502107549,7829,3918,3911,1,47,17,132,969,212,9,82,4508,135,0,2,18,2,137,366
SC,80659,CAMPO BELO DO SUL,52,45.343240973971454,5955,2862,3093,2,0,0,0,1989,0,0,0,2435,0,0,0,0,0,121,268
SC,83119,SÃO BENTO DO SUL,30,42.84750646714038,61078,31354,29724,1,851,193,2103,4200,2417,155,573,34354,2012,10,10,282,17,1260,2139
TO,92452,ARAPOEMA,31,41.784932106876916,4566,2229,2337,2,0,0,0,1811,0,0,0,1385,0,0,0,0,0,37,171
SC,80012,ABELARDO LUZ,71,43.00558018651582,13083,6538,6545,1,114,40,296,3604,298,41,99,4538,102,1,0,23,2,289,289
RR,3093,MUCAJAÍ,6,39.3394495412844,11227,5532,5695,1,42,84,402,2265,673,52,106,5540,50,1,4,67,5,91,372
