SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,IDADE_EST_MED,ELEITORES,FEMININO,MASCULINO,NR_TURNO,ALVARO FERNANDES DIAS,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CIRO FERREIRA GOMES,FERNANDO HADDAD,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,GUILHERME CASTRO BOULOS,HENRIQUE DE CAMPOS MEIRELLES,JAIR MESSIAS BOLSONARO,JOÃO DIONISIO FILGUEIRA BARRETO AMOEDO,JOÃO VICENTE FONTELLA GOULART,JOSE MARIA EYMAEL,MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA,VERA LUCIA PEREIRA DA SILVA SALGADO,VOTO BRANCO,VOTO NULO
BA,34436,CASA NOVA,66,42.08031468666641,51739,25877,25861,1,37,261,2106,29309,407,93,89,5707,55,1,6,100,10,500,2885
MA,7218,AXIXÁ,31,39.782756024096386,7968,4166,3802,1,4,67,372,5077,92,23,120,977,5,1,0,36,2,105,263
SE,31151,BOQUIM,4,41.754664990815044,20686,10828,9858,1,41,101,1524,8533,540,49,120,3349,104,9,1,102,5,395,1473
PI,10243,CORONEL JOSÉ DIAS,13,42.14707217430776,4407,2094,2313,1,3,16,300,3072,36,10,14,164,10,1,0,3,0,47,155
RS,87785,SÃO MARTINHO DA SERRA,41,48.322951929587,2954,1452,1502,2,0,0,0,710,0,0,0,1442,0,0,0,0,0,101,119
PI,12505,SÃO FRANCISCO DE ASSIS DO PIAUÍ,50,40.94806763285024,4140,2056,2084,1,21,14,762,2206,68,24,21,235,1,1,0,20,2,43,278
PI,12300,RIACHO FRIO,26,41.297831978319785,3690,1745,1945,2,0,0,0,2586,0,0,0,315,0,0,0,0,0,13,91
MG,40371,ALPINÓPOLIS,10,44.44273625734772,15481,7594,7880,1,33,42,1024,3132,675,39,74,5245,921,2,5,45,0,351,688
PB,19240,CARAÚBAS,22,43.27024961793174,3927,1971,1956,1,8,24,374,2065,40,6,34,470,13,0,1,5,0,55,251
RS,88013,PORTO ALEGRE,112,47.815059366191164,117070,64229,52841,1,756,448,16311,12505,3655,970,1243,43803,4817,35,31,1222,67,2459,2872
RS,86550,FARROUPILHA,61,44.33130655345482,55589,28674,26915,2,0,0,0,8491,0,0,0,34114,0,0,0,0,0,1275,2907
RN,17019,JANDUÍS,31,43.83284742468416,4117,2185,1932,2,0,0,0,2594,0,0,0,455,0,0,0,0,0,54,143
GO,93335,CUMARI,8,46.641110650642354,2413,1192,1221,1,9,10,237,680,66,13,12,703,21,1,0,6,0,32,155
CE,13811,COREAÚ,64,40.952044506258694,17976,9206,8770,2,0,0,0,10974,0,0,0,2559,0,0,0,0,0,236,653
SC,80497,BOM RETIRO,4,42.21429761706382,6001,3006,2995,2,0,0,0,1518,0,0,0,3216,0,0,0,0,0,119,311
BA,36080,ITAGUAÇU DA BAHIA,68,42.227781230577996,9654,4664,4988,1,29,60,300,5838,63,8,13,554,2,1,1,20,0,61,284
SC,81833,LAGES,104,42.81307454363264,45906,23937,21969,1,350,262,2375,6687,2237,167,586,18821,716,13,12,347,5,1672,2201
PE,23450,BONITO,39,41.235863351470485,29040,15345,13695,2,0,0,0,14054,0,0,0,7438,0,0,0,0,0,348,1669
RS,88587,JARI,87,47.28195358503637,2887,1366,1521,2,0,0,0,1268,0,0,0,896,0,0,0,0,0,142,111
MA,9130,SÃO FÉLIX DE BALSAS,62,44.06790437436419,3932,1846,2082,1,2,7,142,2041,28,3,75,382,6,0,0,1,4,36,242
BA,35971,ITABUNA,28,46.35515270935961,76128,41188,34858,2,0,0,0,25143,0,0,0,25152,0,0,0,0,0,871,3957
RJ,60011,RIO DE JANEIRO,219,46.711677042067535,106020,57438,48451,1,299,2137,11614,8815,1403,553,771,42764,721,27,44,1229,56,2897,6413
PA,4200,JACAREACANGA,102,40.6591395756278,10276,4718,5556,2,0,0,0,4370,0,0,0,1419,0,0,0,0,0,50,418
PE,23531,BUENOS AIRES,23,40.33938988237544,10457,5422,5035,2,0,0,0,6516,0,0,0,1593,0,0,0,0,0,89,455
RS,89079,SELBACH,4,46.96416184971098,4325,2239,2086,2,0,0,0,966,0,0,0,2465,0,0,0,0,0,83,157
MG,49212,OURO PRETO,200,44.3974440999393,60957,31243,29638,2,0,0,0,26726,0,0,0,14664,0,0,0,0,0,1319,5987
SC,80586,LAJEADO GRANDE,48,45.56331542594014,1303,649,654,1,18,5,47,322,29,3,31,652,15,0,1,0,1,16,47
PB,19372,BAYEUX,61,40.821863161519914,69692,37277,32415,1,152,1179,6186,19374,1302,216,520,23626,316,4,12,479,29,1950,5556
RS,87130,ITAQUI,24,44.534180953753065,27765,14380,13385,1,117,86,2167,4904,1212,102,338,9877,343,6,3,189,5,517,382
MG,42587,TOCOS DO MOJI,227,46.09323347107438,3872,1784,2082,1,8,0,212,843,539,7,19,877,332,2,3,2,0,147,206
PE,23175,AMARAJI,31,40.75502008032129,15937,8192,7745,1,16,442,1429,6344,190,18,51,2661,50,2,0,57,2,405,1293
MG,40541,PEDRAS DE MARIA DA CRUZ,148,42.617729591836735,7840,3882,3952,2,0,0,0,3656,0,0,0,876,0,0,0,0,0,63,408
SC,81710,JACINTO MACHADO,42,45.21220100943603,9114,4537,4577,1,81,10,386,923,308,13,147,5003,115,0,2,14,0,179,279
RN,16616,CURRAIS NOVOS,20,44.50849886681776,30007,16274,13733,2,0,0,0,13427,0,0,0,8524,0,0,0,0,0,432,1789
AM,2739,SANTO ANTÔNIO DO IÇÁ,47,38.76353829557713,13907,6790,7117,2,0,0,0,7998,0,0,0,1662,0,0,0,0,0,72,654
BA,39535,URUÇUCA,198,43.116683073715905,17270,8657,8611,2,0,0,0,7114,0,0,0,4036,0,0,0,0,0,161,828
PR,75604,RESERVA DO IGUAÇU,160,40.77692760447322,5097,2485,2612,2,0,0,0,2531,0,0,0,1445,0,0,0,0,0,68,123
MA,7196,ARARI,27,42.203806709542846,23012,11689,11319,2,0,0,0,12390,0,0,0,3346,0,0,0,0,0,174,550
GO,93360,ABADIA DE GOIÁS,56,41.229253731343285,8375,4299,4076,1,28,76,441,1246,228,35,182,3894,61,0,4,44,2,117,302
PB,19275,DAMIÃO,24,41.06344928956394,4082,2028,2054,2,0,0,0,2678,0,0,0,471,0,0,0,0,0,24,187
PE,25135,PAULISTA,146,41.82664284173881,64921,35925,28996,1,134,1167,7772,15977,731,310,400,22068,703,28,14,806,26,1633,4663
GO,93513,ESTRELA DO NORTE,88,43.340464104423496,2758,1412,1346,1,11,6,112,744,107,4,43,1006,24,0,1,10,0,35,160
PI,10545,SIGEFREDO PACHECO,7,42.369170984455955,7720,3750,3970,1,4,37,891,4612,91,15,27,647,11,2,0,18,2,67,300
PR,75736,GUAIRAÇÁ,105,43.83825978351374,4804,2488,2316,1,189,49,231,1011,161,9,27,1874,75,0,0,21,1,65,325
RS,85928,ENTRE RIOS DO SUL,168,46.63857677902622,2670,1316,1354,1,10,15,122,778,138,4,30,852,23,2,0,2,0,67,75
MT,89843,SANTO ANTÔNIO DO LESTE,40,41.588939331407346,2423,1155,1266,1,16,5,80,407,64,3,22,864,15,0,0,9,0,33,79
MG,50210,PIRAPETINGA,7,44.50093052109181,9672,4972,4695,1,14,127,697,2554,278,14,39,2979,144,2,0,31,1,208,615
RS,87041,MATO LEITÃO,93,45.474517167381975,3728,1865,1863,1,23,11,221,693,267,8,47,1747,68,0,1,16,0,104,110
PR,75930,ICARAÍMA,172,45.77618916689579,7274,3664,3609,1,588,17,238,1183,185,7,39,2811,67,3,1,27,0,99,271
PI,10332,BERTOLÍNIA,67,43.11991584852735,4278,2142,2136,1,4,7,247,2517,45,6,29,517,9,0,0,9,1,61,195
PR,78352,SALTO DO ITARARÉ,21,46.77503736920777,4014,2031,1983,2,0,0,0,1369,0,0,0,1671,0,0,0,0,0,80,186
PR,74454,BANDEIRANTES,58,44.92433470956138,24464,12850,11614,1,997,106,1116,3001,673,16,348,12677,310,2,2,75,7,482,750
RS,89737,CAPÃO DO LEÃO,164,43.08106945298095,16270,8543,7727,2,0,0,0,5953,0,0,0,6517,0,0,0,0,0,593,1102
SE,32433,SIRIRI,5,40.77431048069346,6345,3214,3131,2,0,0,0,3508,0,0,0,1079,0,0,0,0,0,87,468
PA,4839,MARABÁ,23,40.0653838284859,92870,46491,46331,2,0,0,0,27797,0,0,0,34980,0,0,0,0,0,1097,5353
SP,64777,GUARULHOS,278,43.17096421493816,87802,48376,39425,2,0,0,0,17622,0,0,0,50820,0,0,0,0,0,1851,7660
PI,11959,SÃO GONÇALO DO PIAUÍ,30,41.75807576109691,4303,2272,2031,2,0,0,0,2435,0,0,0,823,0,0,0,0,0,33,168
BA,34290,CANDEIAS,127,41.58780143663417,62371,32917,29445,2,0,0,0,39448,0,0,0,7101,0,0,0,0,0,710,3376
AL,27332,CAPELA,6,40.43646408839779,12852,6663,6189,1,35,109,769,4136,365,30,276,3055,46,3,0,63,3,239,668
MA,7714,CURURUPU,14,43.971566800174486,25217,12886,12325,2,0,0,0,12685,0,0,0,2196,0,0,0,0,0,150,348
RN,18953,VERA CRUZ,7,41.063240292512106,9709,4976,4733,2,0,0,0,4792,0,0,0,2382,0,0,0,0,0,181,623
SP,67253,MONTE ALEGRE DO SUL,8,46.31782820097245,6170,3096,3073,2,0,0,0,824,0,0,0,3389,0,0,0,0,0,123,509
SC,83615,TREZE DE MAIO,33,44.58742727860375,6188,3058,3130,1,14,25,156,362,99,15,48,4219,80,0,0,10,1,97,177
GO,94030,ITABERAÍ,15,41.962853204686425,29020,15001,14019,2,0,0,0,9395,0,0,0,12060,0,0,0,0,0,359,1157
SP,62634,BURITAMA,214,45.60352159964187,13403,6983,6420,1,61,42,364,1562,998,10,50,5409,321,2,4,22,2,281,537
RS,88170,RIO PARDO,38,46.63929098966027,30465,15739,14726,1,108,57,1961,8769,1167,73,555,8871,386,9,2,129,2,981,774
AP,6106,SERRA DO NAVIO,11,38.0297552836485,3596,1671,1925,2,0,0,0,1240,0,0,0,1196,0,0,0,0,0,30,131
SP,66117,JOANÓPOLIS,92,46.75681962359907,9459,4807,4635,1,33,23,445,524,1157,10,63,4068,136,2,7,41,2,299,462
MT,90050,ALTO ARAGUAIA,8,43.26907894736842,12160,6198,5961,2,0,0,0,2687,0,0,0,5001,0,0,0,0,0,93,389
SE,32476,TOBIAS BARRETO,23,41.20456927268916,38168,20161,18007,2,0,0,0,21192,0,0,0,6832,0,0,0,0,0,384,2520
MG,49930,PERDIGÃO,298,43.40589655610624,7869,3919,3947,1,17,11,398,514,302,5,20,4219,347,1,2,12,1,168,349
ES,56189,SOORETAMA,41,41.37484954733372,19110,9621,9480,1,51,210,699,5145,463,30,122,5652,153,2,10,115,4,433,869
PB,21130,OURO VELHO,43,43.23355136590997,2600,1352,1248,1,3,8,314,1313,34,0,12,368,4,0,0,4,0,28,178
MG,51292,RUBELITA,244,46.551774172272786,7582,3633,3945,2,0,0,0,3146,0,0,0,746,0,0,0,0,0,72,429
RR,3000,CAROEBE,4,38.92906543713424,5639,2696,2943,2,0,0,0,1296,0,0,0,3120,0,0,0,0,0,57,224
RS,85723,TUPANDI,11,42.857435372408496,3907,1869,2038,2,0,0,0,524,0,0,0,2700,0,0,0,0,0,73,171
MG,42935,CARVALHÓPOLIS,164,45.94624352331606,3088,1509,1579,2,0,0,0,830,0,0,0,1443,0,0,0,0,0,50,252
PB,19542,SÃO JOSÉ DO BREJO DO CRUZ,38,41.71326754385965,1824,919,905,2,0,0,0,1024,0,0,0,340,0,0,0,0,0,14,60
RN,16411,CAMPO REDONDO,68,43.43961352657005,7452,3875,3577,1,3,73,901,3859,86,6,31,667,5,3,2,16,0,151,458
SP,71838,TAUBATÉ,407,44.18790260708444,138163,72611,65398,1,541,774,9103,6921,12301,589,772,63518,4970,21,53,1024,33,2834,5346
PR,78433,SANTA CRUZ DE MONTE CASTELO,94,44.641967319204014,6181,3196,2985,2,0,0,0,2311,0,0,0,2789,0,0,0,0,0,74,215
PR,78271,RONCADOR,141,44.51928746928747,8140,4125,4015,1,301,5,488,3132,439,22,79,2180,63,0,4,33,3,97,369
MG,40606,RIACHINHO,329,44.263352430234704,5411,2589,2812,2,0,0,0,2314,0,0,0,1052,0,0,0,0,0,35,306
MA,9431,TUTÓIA,40,38.360292467049355,31183,16573,14610,2,0,0,0,20863,0,0,0,4055,0,0,0,0,0,327,1181
SP,61565,POTIM,190,42.28013777267508,12195,6365,5824,2,0,0,0,2169,0,0,0,6404,0,0,0,0,0,285,709
RN,18732,TABOLEIRO GRANDE,63,41.28402125051083,2447,1276,1171,2,0,0,0,1524,0,0,0,452,0,0,0,0,0,13,94
PR,75167,BOM JESUS DO SUL,131,43.90240284781964,3371,1611,1760,2,0,0,0,1686,0,0,0,1079,0,0,0,0,0,34,60
AL,27855,MACEIÓ,2,43.025922820989756,152686,85523,67163,2,0,0,0,41580,0,0,0,72220,0,0,0,0,0,2577,8174
RN,17191,JUCURUTU,27,44.07971479500891,14025,7266,6759,2,0,0,0,8305,0,0,0,2410,0,0,0,0,0,135,600
PR,77011,MEDIANEIRA,114,43.60342180914901,35829,18689,17116,2,0,0,0,7803,0,0,0,18930,0,0,0,0,0,430,908
SP,62219,BEBEDOURO,24,45.63187153626381,58103,30432,27660,1,199,286,2684,3670,5093,129,360,25200,1485,8,16,305,9,1417,1983
PR,76198,ITAÚNA DO SUL,96,45.28395061728395,3078,1545,1533,1,58,18,130,1044,66,5,30,619,27,0,1,11,1,38,134
RN,18759,TAIPU,46,41.00329455369093,9715,4851,4864,1,13,80,1068,4858,235,24,50,1210,19,7,1,21,4,237,544
RR,3115,NORMANDIA,5,36.49773260359656,6395,3185,3210,1,8,31,124,3227,516,23,40,1698,30,1,1,91,1,28,107
SP,63711,CUBATÃO,119,43.321045632117034,96250,48948,47149,2,0,0,0,25584,0,0,0,39026,0,0,0,0,0,1831,6962
BA,35130,EUCLIDES DA CUNHA,102,43.96680254896448,42685,22138,20531,2,0,0,0,25434,0,0,0,4674,0,0,0,0,0,276,1329
BA,34673,CONCEIÇÃO DO COITÉ,132,42.5163852247931,50870,26539,24327,1,62,406,4295,19534,978,100,68,10904,139,9,9,115,4,848,3584
TO,96830,FÁTIMA,13,42.31785835310065,2951,1480,1471,2,0,0,0,946,0,0,0,1092,0,0,0,0,0,16,153
PB,19852,CATINGUEIRA,32,41.67476800707026,4527,2317,2210,1,4,13,645,1677,58,3,44,743,11,1,1,11,3,61,249
CE,15199,PIQUET CARNEIRO,12,45.21315192743764,11027,5693,5327,1,1,24,4482,2586,42,9,58,609,5,1,1,8,1,221,397
RJ,59013,SÃO JOÃO DE MERITI,187,45.36945136086546,116472,61566,54617,1,317,2566,8993,11809,1311,400,701,51536,541,22,31,1355,63,2769,6215
GO,92320,MATRINCHÃ,95,44.258292383292385,3256,1649,1607,1,8,20,172,978,123,6,56,1121,12,0,1,10,0,63,146
SP,71072,SÃO PAULO,398,42.65580272801907,101101,54122,46865,2,0,0,0,28307,0,0,0,39879,0,0,0,0,0,2576,10664
MG,46299,IPUIÚNA,345,45.81763035622096,7748,3808,3928,1,26,12,330,1260,476,21,50,3276,304,2,3,19,2,158,306
BA,33995,CACULÉ,93,44.460722374538086,16778,8581,8194,1,13,19,1015,6659,793,41,19,2728,317,0,5,40,2,292,1085
BA,33197,AMARGOSA,36,44.105233369807195,26504,14081,12417,2,0,0,0,12470,0,0,0,6203,0,0,0,0,0,275,1394
PI,11215,MATIAS OLÍMPIO,80,41.607976404206205,7798,3946,3852,2,0,0,0,4836,0,0,0,1081,0,0,0,0,0,79,208
SP,61972,BANANAL,18,45.362920463494206,8889,4543,4341,1,16,73,600,1058,1632,12,30,2364,79,2,4,38,1,178,460
PB,21458,PRATA,43,42.44243100083635,3587,1796,1791,1,4,16,518,1368,31,2,44,751,22,1,1,4,3,53,263
SP,71072,SÃO PAULO,404,40.20147560526735,182028,99383,82512,1,759,3389,17751,44527,7907,2014,1843,41951,2468,35,111,2010,120,6507,15870
MG,45314,FRANCISCO DUMONT,44,43.64501974550242,4558,2198,2360,1,3,15,239,1374,131,5,18,940,16,0,1,6,0,46,164
RS,87211,JAGUARÃO,25,47.24750896771622,20072,10853,9219,1,109,58,1589,4557,1134,125,287,6798,140,3,4,154,5,659,775
AP,6050,MACAPÁ,2,38.365723896887786,167663,87681,79982,2,0,0,0,55203,0,0,0,70796,0,0,0,0,0,2515,6784
SE,31810,MOITA BONITA,26,42.74471890019001,8947,4626,4321,1,14,18,856,2905,487,15,29,1432,21,3,1,97,3,283,1090
MG,40401,MAMONAS,109,45.72568362755278,5778,2876,2895,1,4,48,311,2511,178,14,30,851,72,3,0,17,0,37,205
PA,4707,CANAÃ DOS CARAJÁS,75,36.26754485008154,39855,18886,20969,1,68,477,1793,7392,575,82,512,13986,185,1,6,140,15,480,1261
MG,47473,LAGOA DOURADA,228,44.579934412789505,9758,4719,5028,1,46,30,890,1619,730,34,95,3089,173,1,2,35,4,432,1006
MG,53791,TOCANTINS,239,46.366182338327185,13283,6753,6525,1,33,52,949,2614,678,26,70,4626,431,4,3,47,0,378,737
PA,4014,ABAETETUBA,7,40.17281569679692,107335,54550,52761,1,104,655,7250,55573,4425,556,1673,16319,174,7,12,682,28,1061,2110
MA,9113,SÃO DOMINGOS DO MARANHÃO,60,42.66587120801244,27657,13988,13651,2,0,0,0,13118,0,0,0,5483,0,0,0,0,0,215,738
MG,54291,VIEIRAS,187,44.619714202391364,3429,1667,1762,2,0,0,0,1484,0,0,0,1082,0,0,0,0,0,33,260
RS,84786,JABOTICABA,64,47.43128272251309,3056,1532,1524,1,12,5,435,855,105,3,29,944,30,1,0,3,0,47,75
MG,53074,SAPUCAÍ-MIRIM,205,44.78267308404295,5402,2633,2767,1,22,16,252,612,639,11,35,1848,200,2,2,11,3,89,281
PE,25496,SANTA CRUZ DO CAPIBARIBE,109,38.66817232939822,55569,29906,25663,2,0,0,0,19765,0,0,0,23044,0,0,0,0,0,929,3591
SE,31259,CAPELA,5,39.98263303016585,24299,12489,11810,2,0,0,0,11271,0,0,0,4454,0,0,0,0,0,413,2231
MA,7030,ALCÂNTARA,52,42.6008933114717,17688,8505,9181,1,22,154,429,9172,151,46,171,1602,9,2,0,80,16,285,514
SC,82015,MAJOR GERCINO,53,44.398166339227245,3054,1449,1605,2,0,0,0,563,0,0,0,1733,0,0,0,0,0,47,128
BA,38490,SALVADOR,11,40.668628289204406,109943,60895,49048,1,275,3495,7839,43866,1585,567,564,19231,372,12,46,1342,28,3157,12410
RJ,58017,ANGRA DOS REIS,116,44.5415066987399,62774,31467,31278,2,0,0,0,11043,0,0,0,30078,0,0,0,0,0,857,3386
TO,73253,JUARINA,4,41.028821410190425,1943,946,997,1,2,20,157,705,59,3,6,438,2,0,0,8,1,24,130
MG,42811,CARMO DE MINAS,259,43.97396876251502,9988,5036,4948,1,31,72,558,1743,629,20,84,3603,239,2,3,56,1,273,497
RS,88749,VILA LÂNGARO,100,47.008446738620364,2131,1045,1086,1,16,1,141,274,75,4,52,1137,51,0,0,2,0,66,50
MG,45535,GOVERNADOR VALADARES,318,44.049531020750365,76336,41525,34707,2,0,0,0,14665,0,0,0,34749,0,0,0,0,0,1535,4890
SC,82678,PORTO UNIÃO,25,45.09489921526389,25996,13431,12565,1,512,84,1373,2911,1004,78,317,11880,517,11,5,108,8,538,673
MA,8494,PAÇO DO LUMIAR,93,39.791659382400155,62922,34449,28473,1,104,1180,5714,23069,812,627,722,16722,351,3,72,800,76,1521,2260
RS,87459,MAXIMILIANO DE ALMEIDA,95,47.010592686002525,3965,1981,1984,2,0,0,0,895,0,0,0,2104,0,0,0,0,0,138,186
SP,68756,PIRACICABA,244,41.43304690732942,41083,21536,19519,1,159,230,3069,3187,2192,181,289,18381,1374,14,19,417,15,1174,1897
GO,93734,GOIÂNIA,146,41.90557825627841,108907,58296,50611,2,0,0,0,24029,0,0,0,54936,0,0,0,0,0,1466,4633
RS,84980,PANTANO GRANDE,38,45.57751299277475,7889,4002,3887,1,30,18,573,2371,457,19,106,2465,82,0,0,29,3,264,201
PI,10138,ANÍSIO DE ABREU,79,41.58181532663317,6368,3202,3166,1,9,16,459,3981,86,5,47,436,14,1,1,3,2,47,235
RS,86029,FAXINALZINHO,168,45.297853701270256,2283,1125,1158,1,12,36,115,631,56,2,47,874,13,0,1,2,1,44,52
RN,16993,JANDAÍRA,62,41.025883716438095,5178,2613,2565,2,0,0,0,2952,0,0,0,1030,0,0,0,0,0,51,232
SP,71072,SÃO PAULO,3,48.27066438321664,79412,39767,39526,2,0,0,0,19671,0,0,0,30150,0,0,0,0,0,1397,4902
MG,47716,LIMA DUARTE,162,46.55405881938078,14180,7088,7088,2,0,0,0,6084,0,0,0,3446,0,0,0,0,0,204,1001
PR,75213,CONTENDA,50,43.082166968549316,12146,6072,6074,2,0,0,0,3270,0,0,0,6493,0,0,0,0,0,235,418
PE,25771,SERRA TALHADA,71,41.33722139018589,56757,30602,26155,1,50,223,3664,26892,299,107,188,9083,325,6,8,207,11,792,4140
AL,28371,PILAR,8,40.744326600639475,25646,13714,11932,1,53,212,1413,6868,1196,77,566,7320,81,7,10,147,7,757,1246
PE,25313,RECIFE,2,44.03897157301039,106029,58472,47557,2,0,0,0,41589,0,0,0,42827,0,0,0,0,0,1470,6022
SP,61425,NOVA CANAÃ PAULISTA,187,48.81723484848485,2112,1033,1079,1,9,14,91,332,177,2,15,645,33,0,1,5,1,50,109
RN,17930,PEDRO AVELINO,17,42.32910113980667,6931,3416,3515,2,0,0,0,2882,0,0,0,926,0,0,0,0,0,47,244
MA,9695,MIRANDA DO NORTE,109,42.00374199276971,15767,8133,7633,1,13,139,607,7554,105,32,177,2285,32,1,4,39,5,140,511
PR,76791,MANDIRITUBA,144,42.88920855192644,17727,8931,8796,2,0,0,0,5156,0,0,0,8514,0,0,0,0,0,336,660
PE,26239,VERTENTES,46,43.5049987344976,15804,8446,7351,2,0,0,0,7795,0,0,0,3442,0,0,0,0,0,183,699
PR,78930,SÃO PEDRO DO PARANÁ,85,44.190454336851765,2179,1091,1088,1,122,18,74,441,77,4,7,1064,7,1,0,9,0,23,97
RO,701,PARECIS,19,40.9749430523918,3073,1445,1628,2,0,0,0,912,0,0,0,1301,0,0,0,0,0,33,122
PA,4693,IRITUIA,11,42.13215291750503,24850,12093,12740,1,44,133,1603,11840,1018,147,356,3227,43,3,9,93,3,237,740
MA,7056,ALDEIAS ALTAS,5,41.70595278823127,17538,8745,8791,2,0,0,0,9719,0,0,0,1899,0,0,0,0,0,92,450
RO,256,ESPIGÃO DO OESTE,12,41.56124683354085,23293,11594,11699,1,216,122,866,3650,945,77,268,11219,227,1,1,78,8,371,742
SE,31658,JAPARATUBA,11,40.5527034800115,13908,7153,6755,2,0,0,0,7201,0,0,0,2508,0,0,0,0,0,147,926
BA,33936,BUERAREMA,166,44.56170212765957,12220,6330,5890,1,42,89,542,3026,527,30,56,3830,32,3,8,57,2,156,853
RS,85740,RIOZINHO,55,45.50763559768299,3798,1833,1965,1,14,8,161,846,151,11,87,1609,125,2,1,10,0,114,156
MG,50253,PIRAÚBA,275,46.617863140218304,9528,4810,4701,1,21,49,718,2475,340,19,37,2951,156,3,2,34,5,230,549
AC,1392,RIO BRANCO,9,38.77735375025839,125780,67460,58320,2,0,0,0,16385,0,0,0,78158,0,0,0,0,0,1930,3003
RJ,58041,BELFORD ROXO,153,43.48925196799504,77366,41138,36076,2,0,0,0,16222,0,0,0,35929,0,0,0,0,0,1375,5873
BA,37095,MANOEL VITORINO,22,43.439108357001466,11619,5885,5734,2,0,0,0,7455,0,0,0,1203,0,0,0,0,0,84,419
CE,15431,SANTANA DO CARIRI,53,41.48489486828325,12414,6339,6075,1,14,33,3258,5710,81,47,70,584,8,3,2,10,3,130,383
SP,69779,RINÓPOLIS,210,47.267982342248764,7702,3898,3800,2,0,0,0,1079,0,0,0,4076,0,0,0,0,0,145,503
PI,10065,BOM PRINCÍPIO DO PIAUÍ,33,40.80703336339044,5546,2697,2849,1,10,35,362,3129,84,8,24,712,9,0,3,10,1,84,265
MG,41211,BELMIRO BRAGA,173,47.35323549032688,2998,1463,1531,1,6,23,222,1111,124,14,18,681,37,1,1,16,0,58,92
GO,93432,DIORAMA,53,46.258958432871474,2093,1033,1060,2,0,0,0,605,0,0,0,941,0,0,0,0,0,17,104
AP,6068,CUTIAS,10,36.105077574047954,4254,1985,2269,2,0,0,0,1961,0,0,0,800,0,0,0,0,0,19,111
RS,84972,IBARAMA,53,44.41918451158698,3409,1666,1743,1,15,2,181,1138,184,11,63,1160,82,0,1,2,1,124,78
RS,88552,SANTO ANTÔNIO DA PATRULHA,46,46.780503088353775,33513,17169,16344,2,0,0,0,8363,0,0,0,14926,0,0,0,0,0,946,1980
PR,75353,CURITIBA,1,46.27944159766781,133094,72146,60948,2,0,0,0,23488,0,0,0,79512,0,0,0,0,0,2821,5536
PR,79154,TELÊMACO BORBA,111,41.706192949827916,46780,24126,22654,1,1562,330,2852,7790,1532,151,551,22716,621,6,6,366,14,1102,1787
AL,28193,OLIVENÇA,19,39.64180457946044,8822,4486,4336,2,0,0,0,5134,0,0,0,1002,0,0,0,0,0,43,304
SP,61328,SANTO ANTÔNIO DO ARACANGUÁ,299,44.27689429373246,6414,3191,3216,1,27,29,184,1332,488,11,33,2704,96,0,3,7,2,71,172
RO,736,ALTO ALEGRE DOS PARECIS,19,41.73054114158636,8097,3939,4158,1,85,29,337,1936,418,28,87,3308,47,2,0,29,2,123,284
MA,8125,PRESIDENTE MÉDICI,80,41.457578646329836,5245,2579,2663,2,0,0,0,2944,0,0,0,484,0,0,0,0,0,27,99
SE,31836,MONTE ALEGRE DE SERGIPE,18,39.14938440492476,10965,5438,5527,2,0,0,0,6231,0,0,0,1643,0,0,0,0,0,141,656
SP,66230,JUQUIÁ,223,45.155637619870156,16790,8295,8491,2,0,0,0,2622,0,0,0,6815,0,0,0,0,0,269,964
ES,56081,VILA PAVÃO,30,43.28931451612903,6945,3412,3533,1,31,27,437,2369,183,13,52,2304,87,0,0,37,3,100,256
RS,86312,DONA FRANCISCA,119,45.66275277234181,3066,1570,1496,1,16,6,218,706,98,5,129,1173,58,6,0,13,1,93,57
MT,90026,SÃO JOSÉ DO POVO,2,47.8206093803492,2921,1341,1576,1,6,22,160,636,95,6,14,939,23,3,1,13,1,52,174
PI,10286,JACOBINA DO PIAUÍ,38,41.98535519125683,4575,2312,2263,2,0,0,0,3386,0,0,0,340,0,0,0,0,0,32,209
SP,62910,CAMPINAS,379,43.536120371088195,154789,82375,72318,1,734,1359,11899,21716,5409,963,1105,58094,3996,58,82,1315,79,4327,8598
MG,51179,RIO PRETO,240,46.39684978870534,5206,2630,2574,1,17,20,557,1662,158,19,28,1205,68,0,0,16,2,70,164
BA,38806,SÃO DOMINGOS,120,44.36272764617281,7303,3759,3544,2,0,0,0,4013,0,0,0,1201,0,0,0,0,0,78,359
SC,82236,NOVA ERECHIM,66,43.867924528301884,3816,1880,1936,2,0,0,0,1201,0,0,0,1841,0,0,0,0,0,65,167
SP,62405,PAULISTÂNIA,7,43.87642896026129,1837,920,915,1,11,8,50,136,213,5,49,748,13,1,0,6,1,50,57
SP,64254,FRANCA,291,44.12822602779603,120233,63733,56470,1,603,673,8678,10711,8543,497,950,52532,3739,24,32,592,26,2756,4671
GO,96253,TRINDADE,49,41.642595718986065,81150,43068,38082,2,0,0,0,19604,0,0,0,39180,0,0,0,0,0,1092,3036
BA,39136,SIMÕES FILHO,33,41.52498850809541,78317,41229,37029,1,112,2923,4153,33377,1045,229,413,13765,224,7,48,644,11,1858,5392
